04 ASTRAL.5.2.5 1600 non 50 14.02
04 ASTRAL.5.2.5 200 0 1000 1917.932
04 ASTRAL.5.2.5 200 0 200 157.775
04 ASTRAL.5.2.5 200 0 500 708.602
04 ASTRAL.5.2.5 200 0 50 45.663
04 ASTRAL.5.2.5 200 10 1000 2271.543
04 ASTRAL.5.2.5 200 10 200 182.555
04 ASTRAL.5.2.5 200 10 500 529.73
04 ASTRAL.5.2.5 200 10 50 36.802
04 ASTRAL.5.2.5 200 20 1000 1649.653
04 ASTRAL.5.2.5 200 20 200 136.673
04 ASTRAL.5.2.5 200 20 500 459.649
04 ASTRAL.5.2.5 200 20 50 28.35
04 ASTRAL.5.2.5 200 33 1000 700.515
04 ASTRAL.5.2.5 200 33 200 109.103
04 ASTRAL.5.2.5 200 33 500 267.582
04 ASTRAL.5.2.5 200 33 50 20.508
04 ASTRAL.5.2.5 200 3 1000 1767.887
04 ASTRAL.5.2.5 200 3 200 203.343
04 ASTRAL.5.2.5 200 3 500 696.243
04 ASTRAL.5.2.5 200 3 50 44.893
04 ASTRAL.5.2.5 200 5 1000 1955.397
04 ASTRAL.5.2.5 200 5 200 206.879
04 ASTRAL.5.2.5 200 5 500 572.256
04 ASTRAL.5.2.5 200 5 50 38.55
04 ASTRAL.5.2.5 200 75 1000 455.096
04 ASTRAL.5.2.5 200 75 200 56.906
04 ASTRAL.5.2.5 200 75 500 189.029
04 ASTRAL.5.2.5 200 75 50 11.584
04 ASTRAL.5.2.5 200 7 1000 2317.893
04 ASTRAL.5.2.5 200 7 200 198.33
04 ASTRAL.5.2.5 200 7 500 535.888
04 ASTRAL.5.2.5 200 7 50 41.246
04 ASTRAL.5.2.5 200 non 1000 1098.114
04 ASTRAL.5.2.5 200 non 200 102.456
04 ASTRAL.5.2.5 200 non 500 334.895
04 ASTRAL.5.2.5 200 non 50 36.81
04 ASTRAL.5.2.5 400 0 1000 1359.141
04 ASTRAL.5.2.5 400 0 200 99.031
04 ASTRAL.5.2.5 400 0 500 302.625
04 ASTRAL.5.2.5 400 0 50 23.628
04 ASTRAL.5.2.5 400 10 1000 1607.212
04 ASTRAL.5.2.5 400 10 200 111.058
04 ASTRAL.5.2.5 400 10 500 310.564
04 ASTRAL.5.2.5 400 10 50 23.699
04 ASTRAL.5.2.5 400 20 1000 1803.486
04 ASTRAL.5.2.5 400 20 200 92.671
04 ASTRAL.5.2.5 400 20 500 303.294
04 ASTRAL.5.2.5 400 20 50 22.907
04 ASTRAL.5.2.5 400 33 1000 962.846
04 ASTRAL.5.2.5 400 33 200 83.49
04 ASTRAL.5.2.5 400 33 500 311.855
04 ASTRAL.5.2.5 400 33 50 21.725
04 ASTRAL.5.2.5 400 3 1000 1821.743
04 ASTRAL.5.2.5 400 3 200 100.157
04 ASTRAL.5.2.5 400 3 500 387.105
04 ASTRAL.5.2.5 400 3 50 26.622
04 ASTRAL.5.2.5 400 5 1000 1592.829
04 ASTRAL.5.2.5 400 5 200 107.55
04 ASTRAL.5.2.5 400 5 500 325.106
04 ASTRAL.5.2.5 400 5 50 24.037
04 ASTRAL.5.2.5 400 75 1000 421.292
04 ASTRAL.5.2.5 400 75 200 72.895
04 ASTRAL.5.2.5 400 75 500 214.511
04 ASTRAL.5.2.5 400 75 50 19.223
04 ASTRAL.5.2.5 400 7 1000 1988.929
04 ASTRAL.5.2.5 400 7 200 108.629
04 ASTRAL.5.2.5 400 7 500 392.013
04 ASTRAL.5.2.5 400 7 50 29.888
04 ASTRAL.5.2.5 400 non 1000 875.366
04 ASTRAL.5.2.5 400 non 200 71.489
04 ASTRAL.5.2.5 400 non 500 273.205
04 ASTRAL.5.2.5 400 non 50 25.23
04 ASTRAL.5.2.5 800 0 1000 861.869
04 ASTRAL.5.2.5 800 0 200 60.889
04 ASTRAL.5.2.5 800 0 500 258.793
04 ASTRAL.5.2.5 800 0 50 15.651
04 ASTRAL.5.2.5 800 10 1000 1040.275
