2X	500	3	8192	ASTRAL3	13101.987
2X	500	4	1024	ASTRAL2	305.209
2X	500	4	1024	ASTRAL3	137.372
2X	500	4	16384	ASTRAL3	64574.126
2X	500	4	2048	ASTRAL2	1589.716
2X	500	4	2048	ASTRAL3	604.478
2X	500	4	256	ASTRAL2	17.036
2X	500	4	256	ASTRAL3	13.674
2X	500	4	4096	ASTRAL2	8177.239
2X	500	4	4096	ASTRAL3	2977.654
2X	500	4	512	ASTRAL2	67.992
2X	500	4	512	ASTRAL3	37.116
2X	500	4	8192	ASTRAL2	43203.87
2X	500	4	8192	ASTRAL3	13438.331
