1X	1000	1500	3	t33	0.044444444						
1X	1000	1500	3	t5	0.044444444						
1X	1000	1500	3	t50	0.022222222						
1X	1000	1500	3	t7	0.044444444						
1X	1000	1500	3	t75	0.111111111						
1X	1000	1500	4	ori	0.066666667						
1X	1000	1500	4	t0	0.066666667						
1X	1000	1500	4	t10	0.022222222						
1X	1000	1500	4	t20	0.066666667						
1X	1000	1500	4	t3	0.066666667						
1X	1000	1500	4	t33	0.066666667						
1X	1000	1500	4	t5	0.066666667						
1X	1000	1500	4	t50	0.088888889						
1X	1000	1500	4	t7	0.022222222						
1X	1000	1500	4	t75	0.155555556						
1X	1000	1500	5	ori	0.044444444						
1X	1000	1500	5	t0	0.044444444						
1X	1000	1500	5	t10	0.044444444						
1X	1000	1500	5	t20	0.022222222						
1X	1000	1500	5	t3	0.044444444						
1X	1000	1500	5	t33	0.022222222						
1X	1000	1500	5	t5	0.066666667						
1X	1000	1500	5	t50	0.044444444						
1X	1000	1500	5	t7	0.066666667						
1X	1000	1500	5	t75	0.088888889						
1X	1000	1500	6	ori	0.022222222						
1X	1000	1500	6	t0	0.022222222						
1X	1000	1500	6	t10	0.022222222						
1X	1000	1500	6	t20	0.044444444						
1X	1000	1500	6	t3	0.044444444						
1X	1000	1500	6	t33	0.044444444						
1X	1000	1500	6	t5	0.022222222						
1X	1000	1500	6	t50	0.044444444						
1X	1000	1500	6	t7	0.022222222						
1X	1000	1500	6	t75	0.111111111						
1X	1000	1500	7	ori	0.088888889						
1X	1000	1500	7	t0	0.088888889						
1X	1000	1500	7	t10	0.088888889						
1X	1000	1500	7	t20	0.088888889						
1X	1000	1500	7	t3	0.088888889						
1X	1000	1500	7	t33	0.088888889						
1X	1000	1500	7	t5	0.088888889						
1X	1000	1500	7	t50	0.088888889						
1X	1000	1500	7	t7	0.088888889						
1X	1000	1500	7	t75	0.177777778						
1X	1000	1500	8	ori	0						
1X	1000	1500	8	t0	0						
1X	1000	1500	8	t10	0						
1X	1000	1500	8	t20	0						
1X	1000	1500	8	t3	0						
1X	1000	1500	8	t33	0						
1X	1000	1500	8	t5	0						
1X	1000	1500	8	t50	0.066666667						
1X	1000	1500	8	t7	0						
1X	1000	1500	8	t75	0.088888889						
1X	1000	1500	9	ori	0.022222222						
1X	1000	1500	9	t0	0.022222222						
1X	1000	1500	9	t10	0.044444444						
1X	1000	1500	9	t20	0.044444444						
1X	1000	1500	9	t3	0.044444444						
1X	1000	1500	9	t33	0.044444444						
1X	1000	1500	9	t5	0.044444444						
1X	1000	1500	9	t50	0.044444444						
1X	1000	1500	9	t7	0.044444444						
1X	1000	1500	9	t75	0.066666667						
1X	1000	250	1	ori	0.111111111						
1X	1000	250	1	t0	0.088888889						
1X	1000	250	1	t10	0.133333333						
1X	1000	250	1	t20	0.177777778						
1X	1000	250	1	t3	0.133333333						
1X	1000	250	1	t33	0.222222222						
1X	1000	250	1	t5	0.111111111						
1X	1000	250	1	t50	0.288888889						
1X	1000	250	1	t7	0.133333333						
1X	1000	250	1	t75	0.533333333						
1X	1000	250	10	ori	0.111111111						
1X	1000	250	10	t0	0.133333333						
1X	1000	250	10	t10	0.155555556						
1X	1000	250	10	t20	0.177777778						
1X	1000	250	10	t3	0.133333333						
1X	1000	250	10	t33	0.222222222						
1X	1000	250	10	t5	0.155555556						
1X	1000	250	10	t50	0.266666667						
1X	1000	250	10	t7	0.133333333						
1X	1000	250	10	t75	0.444444444						
1X	1000	250	11	ori	0.111111111						
1X	1000	250	11	t0	0.111111111						
1X	1000	250	11	t10	0.133333333						
1X	1000	250	11	t20	0.088888889						
1X	1000	250	11	t3	0.133333333						
1X	1000	250	11	t33	0.2						
1X	1000	250	11	t5	0.111111111						
1X	1000	250	11	t50	0.222222222						
1X	1000	250	11	t7	0.133333333						
1X	1000	250	11	t75	0.488888889						
1X	1000	250	12	ori	0.244444444						
1X	1000	250	12	t0	0.155555556						
1X	1000	250	12	t10	0.133333333						
1X	1000	250	12	t20	0.177777778						
1X	1000	250	12	t3	0.133333333						
1X	1000	250	12	t33	0.266666667						
1X	1000	250	12	t5	0.155555556						
1X	1000	250	12	t50	0.288888889						
1X	1000	250	12	t7	0.155555556						
1X	1000	250	12	t75	0.577777778						
1X	1000	250	13	ori	0.088888889						
1X	1000	250	13	t0	0.133333333						
1X	1000	250	13	t10	0.177777778						
1X	1000	250	13	t20	0.222222222						
1X	1000	250	13	t3	0.133333333						
1X	1000	250	13	t33	0.222222222						
1X	1000	250	13	t5	0.133333333						
1X	1000	250	13	t50	0.244444444						
1X	1000	250	13	t7	0.155555556						
1X	1000	250	13	t75	0.511111111						
1X	1000	250	14	ori	0.133333333						
1X	1000	250	14	t0	0.155555556						
