"","V1","V2","V3","V4","V5","V6.x","V6.y"
"975",1e-07,"4.11.2",50,"original",35,366815,1114377
"976",1e-07,"4.11.2",50,"original",36,80667,319769
"977",1e-07,"4.11.2",50,"original",37,83657,316535
"978",1e-07,"4.11.2",50,"original",38,73673,325406
"979",1e-07,"4.11.2",50,"original",39,110445,440114
"980",1e-07,"4.11.2",50,"original",4,42517,164803
"981",1e-07,"4.11.2",50,"original",40,82859,269105
"982",1e-07,"4.11.2",50,"original",41,52435,319577
"983",1e-07,"4.11.2",50,"original",42,200383,982762
"984",1e-07,"4.11.2",50,"original",43,115605,389507
"985",1e-07,"4.11.2",50,"original",44,249717,1223379
"986",1e-07,"4.11.2",50,"original",45,53003,232165
"987",1e-07,"4.11.2",50,"original",46,190779,706091
"988",1e-07,"4.11.2",50,"original",47,56325,246688
"989",1e-07,"4.11.2",50,"original",48,120711,567691
"990",1e-07,"4.11.2",50,"original",49,71715,233793
"991",1e-07,"4.11.2",50,"original",5,133195,560695
"992",1e-07,"4.11.2",50,"original",50,209705,1002426
"993",1e-07,"4.11.2",50,"original",6,90143,501810
"994",1e-07,"4.11.2",50,"original",7,82709,446754
"995",1e-07,"4.11.2",50,"original",8,64687,352806
"996",1e-07,"4.11.2",50,"original",9,104227,442932
"997",1e-07,"4.11.2",50,"withspecies",1,43473,221137
"998",1e-07,"4.11.2",50,"withspecies",10,44111,222725
"999",1e-07,"4.11.2",50,"withspecies",11,88553,408816
"1000",1e-07,"4.11.2",50,"withspecies",12,87113,380470
"1001",1e-07,"4.11.2",50,"withspecies",13,65653,241806
"1002",1e-07,"4.11.2",50,"withspecies",14,105903,380658
"1003",1e-07,"4.11.2",50,"withspecies",15,36195,139973
"1004",1e-07,"4.11.2",50,"withspecies",16,98569,416731
"1005",1e-07,"4.11.2",50,"withspecies",17,173379,757756
"1006",1e-07,"4.11.2",50,"withspecies",18,117903,362846
"1007",1e-07,"4.11.2",50,"withspecies",19,299069,1282191
"1008",1e-07,"4.11.2",50,"withspecies",2,136371,417195
"1009",1e-07,"4.11.2",50,"withspecies",20,587281,2332977
"1010",1e-07,"4.11.2",50,"withspecies",21,81713,378341
"1011",1e-07,"4.11.2",50,"withspecies",22,138957,799963
"1012",1e-07,"4.11.2",50,"withspecies",23,196033,692796
"1013",1e-07,"4.11.2",50,"withspecies",24,43401,196781
"1014",1e-07,"4.11.2",50,"withspecies",25,171419,641749
"1015",1e-07,"4.11.2",50,"withspecies",26,221995,967777
"1016",1e-07,"4.11.2",50,"withspecies",27,31395,112877
"1017",1e-07,"4.11.2",50,"withspecies",28,53477,293534
"1018",1e-07,"4.11.2",50,"withspecies",29,173739,580823
"1019",1e-07,"4.11.2",50,"withspecies",3,77383,369590
"1020",1e-07,"4.11.2",50,"withspecies",30,46819,242195
"1021",1e-07,"4.11.2",50,"withspecies",31,66711,249456
"1022",1e-07,"4.11.2",50,"withspecies",32,67219,330778
"1023",1e-07,"4.11.2",50,"withspecies",33,162181,585814
"1024",1e-07,"4.11.2",50,"withspecies",34,252131,974267
"1025",1e-07,"4.11.2",50,"withspecies",35,366815,1114478
"1026",1e-07,"4.11.2",50,"withspecies",36,80667,319810
"1027",1e-07,"4.11.2",50,"withspecies",37,83657,316563
"1028",1e-07,"4.11.2",50,"withspecies",38,73673,325460
"1029",1e-07,"4.11.2",50,"withspecies",39,110445,440310
"1030",1e-07,"4.11.2",50,"withspecies",4,42517,164803
"1031",1e-07,"4.11.2",50,"withspecies",40,82859,269172
"1032",1e-07,"4.11.2",50,"withspecies",41,52435,319593
"1033",1e-07,"4.11.2",50,"withspecies",42,200383,982908
"1034",1e-07,"4.11.2",50,"withspecies",43,115605,389622
"1035",1e-07,"4.11.2",50,"withspecies",44,249717,1223663
"1036",1e-07,"4.11.2",50,"withspecies",45,53003,232321
"1037",1e-07,"4.11.2",50,"withspecies",46,190779,706153
"1038",1e-07,"4.11.2",50,"withspecies",47,56325,246688
"1039",1e-07,"4.11.2",50,"withspecies",48,120711,567767
"1040",1e-07,"4.11.2",50,"withspecies",49,71715,233997
"1041",1e-07,"4.11.2",50,"withspecies",5,133195,560707
"1042",1e-07,"4.11.2",50,"withspecies",50,209705,1002474
"1043",1e-07,"4.11.2",50,"withspecies",6,90143,501945
"1044",1e-07,"4.11.2",50,"withspecies",7,82709,446876
"1045",1e-07,"4.11.2",50,"withspecies",8,64687,352912
"1046",1e-07,"4.11.2",50,"withspecies",9,104227,442968
"1047",1e-07,"5.5.4",1000,"halfresolved",1,153181,476700
"1048",1e-07,"5.5.4",1000,"halfresolved",10,151547,521343
"1049",1e-07,"5.5.4",1000,"halfresolved",11,173125,460370
"1050",1e-07,"5.5.4",1000,"halfresolved",12,175857,486607
"1051",1e-07,"5.5.4",1000,"halfresolved",13,171683,452389
"1052",1e-07,"5.5.4",1000,"halfresolved",14,184083,467601
"1053",1e-07,"5.5.4",1000,"halfresolved",15,151893,556847
"1054",1e-07,"5.5.4",1000,"halfresolved",16,192359,513744
"1055",1e-07,"5.5.4",1000,"halfresolved",17,212903,482604
"1056",1e-07,"5.5.4",1000,"halfresolved",18,227041,544879
"1057",1e-07,"5.5.4",1000,"halfresolved",19,283573,551126
"1058",1e-07,"5.5.4",1000,"halfresolved",2,203875,542090
"1059",1e-07,"5.5.4",1000,"halfresolved",20,313583,578351
"1060",1e-07,"5.5.4",1000,"halfresolved",21,178417,459729
"1061",1e-07,"5.5.4",1000,"halfresolved",22,237337,572554
"1062",1e-07,"5.5.4",1000,"halfresolved",23,276617,637813
"1063",1e-07,"5.5.4",1000,"halfresolved",24,153921,427388
"1064",1e-07,"5.5.4",1000,"halfresolved",25,253089,580646
"1065",1e-07,"5.5.4",1000,"halfresolved",26,246397,578493
"1066",1e-07,"5.5.4",1000,"halfresolved",27,156429,501572
"1067",1e-07,"5.5.4",1000,"halfresolved",28,171299,462336
"1068",1e-07,"5.5.4",1000,"halfresolved",29,202899,469590
"1069",1e-07,"5.5.4",1000,"halfresolved",3,191847,531451
"1070",1e-07,"5.5.4",1000,"halfresolved",30,142591,376652
"1071",1e-07,"5.5.4",1000,"halfresolved",31,178565,452779
"1072",1e-07,"5.5.4",1000,"halfresolved",32,181787,482234
"1073",1e-07,"5.5.4",1000,"halfresolved",33,224863,479213
"1074",1e-07,"5.5.4",1000,"halfresolved",34,235123,507212
"1075",1e-07,"5.5.4",1000,"halfresolved",35,308663,620082
"1076",1e-07,"5.5.4",1000,"halfresolved",36,175235,480477
"1077",1e-07,"5.5.4",1000,"halfresolved",37,179455,556322
"1078",1e-07,"5.5.4",1000,"halfresolved",38,186221,486104
"1079",1e-07,"5.5.4",1000,"halfresolved",39,215457,500589
"1080",1e-07,"5.5.4",1000,"halfresolved",4,150033,514605
"1081",1e-07,"5.5.4",1000,"halfresolved",40,175899,451064
"1082",1e-07,"5.5.4",1000,"halfresolved",41,165923,510286
"1083",1e-07,"5.5.4",1000,"halfresolved",42,259179,571169
"1084",1e-07,"5.5.4",1000,"halfresolved",43,211909,530639
"1085",1e-07,"5.5.4",1000,"halfresolved",44,261489,584429
"1086",1e-07,"5.5.4",1000,"halfresolved",45,182851,550388
"1087",1e-07,"5.5.4",1000,"halfresolved",46,249641,472563
"1088",1e-07,"5.5.4",1000,"halfresolved",47,167989,425170
"1089",1e-07,"5.5.4",1000,"halfresolved",48,206015,529802
"1090",1e-07,"5.5.4",1000,"halfresolved",49,177243,534974
"1091",1e-07,"5.5.4",1000,"halfresolved",5,200529,432359
"1092",1e-07,"5.5.4",1000,"halfresolved",50,291055,570013
"1093",1e-07,"5.5.4",1000,"halfresolved",6,173481,468873
"1094",1e-07,"5.5.4",1000,"halfresolved",7,185807,502397
"1095",1e-07,"5.5.4",1000,"halfresolved",8,185679,533279
"1096",1e-07,"5.5.4",1000,"halfresolved",9,210761,578022
"1097",1e-07,"5.5.4",1000,"original",1,153181,476700
"1098",1e-07,"5.5.4",1000,"original",10,151547,521343
"1099",1e-07,"5.5.4",1000,"original",11,173125,460370
"1100",1e-07,"5.5.4",1000,"original",12,175857,486607
"1101",1e-07,"5.5.4",1000,"original",13,171683,452389
"1102",1e-07,"5.5.4",1000,"original",14,184925,470304
"1103",1e-07,"5.5.4",1000,"original",15,151893,556847
"1104",1e-07,"5.5.4",1000,"original",16,192359,513744
"1105",1e-07,"5.5.4",1000,"original",17,212903,482604
"1106",1e-07,"5.5.4",1000,"original",18,250913,615984
"1107",1e-07,"5.5.4",1000,"original",19,283891,551980
"1108",1e-07,"5.5.4",1000,"original",2,203875,542090
"1109",1e-07,"5.5.4",1000,"original",20,337993,643034
"1110",1e-07,"5.5.4",1000,"original",21,178417,459729
"1111",1e-07,"5.5.4",1000,"original",22,237337,572554
"1112",1e-07,"5.5.4",1000,"original",23,278287,648398
"1113",1e-07,"5.5.4",1000,"original",24,153921,427388
"1114",1e-07,"5.5.4",1000,"original",25,260185,605050
"1115",1e-07,"5.5.4",1000,"original",26,263613,627936
"1116",1e-07,"5.5.4",1000,"original",27,156429,501572
"1117",1e-07,"5.5.4",1000,"original",28,175493,471975
"1118",1e-07,"5.5.4",1000,"original",29,236477,570896
"1119",1e-07,"5.5.4",1000,"original",3,192265,533796
"1120",1e-07,"5.5.4",1000,"original",30,142591,376652
"1121",1e-07,"5.5.4",1000,"original",31,178565,452779
"1122",1e-07,"5.5.4",1000,"original",32,181781,476863
"1123",1e-07,"5.5.4",1000,"original",33,224845,477206
"1124",1e-07,"5.5.4",1000,"original",34,288275,654260
"1125",1e-07,"5.5.4",1000,"original",35,358557,752444
"1126",1e-07,"5.5.4",1000,"original",36,175235,480477
"1127",1e-07,"5.5.4",1000,"original",37,179455,556322
"1128",1e-07,"5.5.4",1000,"original",38,186241,484491
"1129",1e-07,"5.5.4",1000,"original",39,215457,500589
"1130",1e-07,"5.5.4",1000,"original",4,150033,514605
"1131",1e-07,"5.5.4",1000,"original",40,175899,451064
"1132",1e-07,"5.5.4",1000,"original",41,173255,536110
"1133",1e-07,"5.5.4",1000,"original",42,259179,571169
"1134",1e-07,"5.5.4",1000,"original",43,215275,541520
"1135",1e-07,"5.5.4",1000,"original",44,261297,580794
"1136",1e-07,"5.5.4",1000,"original",45,182851,550388
"1137",1e-07,"5.5.4",1000,"original",46,256673,491618
"1138",1e-07,"5.5.4",1000,"original",47,167989,425170
"1139",1e-07,"5.5.4",1000,"original",48,206015,529802
"1140",1e-07,"5.5.4",1000,"original",49,177243,534974
"1141",1e-07,"5.5.4",1000,"original",5,220587,486294
"1142",1e-07,"5.5.4",1000,"original",50,314271,638313
"1143",1e-07,"5.5.4",1000,"original",6,173481,468873
"1144",1e-07,"5.5.4",1000,"original",7,185479,500789
"1145",1e-07,"5.5.4",1000,"original",8,185679,533279
"1146",1e-07,"5.5.4",1000,"original",9,218547,602662
"1147",1e-07,"5.5.4",1000,"withspecies",1,153181,476700
"1148",1e-07,"5.5.4",1000,"withspecies",10,151547,521380
"1149",1e-07,"5.5.4",1000,"withspecies",11,173125,460370
"1150",1e-07,"5.5.4",1000,"withspecies",12,175857,486647
"1151",1e-07,"5.5.4",1000,"withspecies",13,171683,452389
"1152",1e-07,"5.5.4",1000,"withspecies",14,184925,470358
"1153",1e-07,"5.5.4",1000,"withspecies",15,151893,556847
"1154",1e-07,"5.5.4",1000,"withspecies",16,192359,513771
"1155",1e-07,"5.5.4",1000,"withspecies",17,212903,482653
"1156",1e-07,"5.5.4",1000,"withspecies",18,250913,615984
"1157",1e-07,"5.5.4",1000,"withspecies",19,283891,552037
"1158",1e-07,"5.5.4",1000,"withspecies",2,203875,542090
"1159",1e-07,"5.5.4",1000,"withspecies",20,337993,643063
"1160",1e-07,"5.5.4",1000,"withspecies",21,178417,459729
"1161",1e-07,"5.5.4",1000,"withspecies",22,237337,572587
"1162",1e-07,"5.5.4",1000,"withspecies",23,278287,648532
"1163",1e-07,"5.5.4",1000,"withspecies",24,153921,427428
"1164",1e-07,"5.5.4",1000,"withspecies",25,260185,605050
"1165",1e-07,"5.5.4",1000,"withspecies",26,263613,627936
"1166",1e-07,"5.5.4",1000,"withspecies",27,156429,501572
"1167",1e-07,"5.5.4",1000,"withspecies",28,175493,472028
"1168",1e-07,"5.5.4",1000,"withspecies",29,236477,570896
"1169",1e-07,"5.5.4",1000,"withspecies",3,192265,533796
"1170",1e-07,"5.5.4",1000,"withspecies",30,142591,376652
"1171",1e-07,"5.5.4",1000,"withspecies",31,178565,452826
"1172",1e-07,"5.5.4",1000,"withspecies",32,181781,476863
"1173",1e-07,"5.5.4",1000,"withspecies",33,224845,477242
"1174",1e-07,"5.5.4",1000,"withspecies",34,288275,654377
"1175",1e-07,"5.5.4",1000,"withspecies",35,358557,752514
"1176",1e-07,"5.5.4",1000,"withspecies",36,175235,480519
"1177",1e-07,"5.5.4",1000,"withspecies",37,179455,556418
"1178",1e-07,"5.5.4",1000,"withspecies",38,186241,484491
"1179",1e-07,"5.5.4",1000,"withspecies",39,215457,500709
"1180",1e-07,"5.5.4",1000,"withspecies",4,150033,514605
"1181",1e-07,"5.5.4",1000,"withspecies",40,175899,451128
"1182",1e-07,"5.5.4",1000,"withspecies",41,173255,536110
"1183",1e-07,"5.5.4",1000,"withspecies",42,259179,571272
"1184",1e-07,"5.5.4",1000,"withspecies",43,215275,541520
"1185",1e-07,"5.5.4",1000,"withspecies",44,261297,580911
"1186",1e-07,"5.5.4",1000,"withspecies",45,182851,550486
"1187",1e-07,"5.5.4",1000,"withspecies",46,256673,491679
"1188",1e-07,"5.5.4",1000,"withspecies",47,167989,425170
"1189",1e-07,"5.5.4",1000,"withspecies",48,206015,529885
"1190",1e-07,"5.5.4",1000,"withspecies",49,177243,535041
"1191",1e-07,"5.5.4",1000,"withspecies",5,220587,486372
"1192",1e-07,"5.5.4",1000,"withspecies",50,314271,638313
"1193",1e-07,"5.5.4",1000,"withspecies",6,173481,469128
"1194",1e-07,"5.5.4",1000,"withspecies",7,185479,500833
"1195",1e-07,"5.5.4",1000,"withspecies",8,185679,533456
"1196",1e-07,"5.5.4",1000,"withspecies",9,218547,602662
"1197",1e-07,"5.5.4",200,"original",1,49505,135304
"1198",1e-07,"5.5.4",200,"original",10,54673,165421
"1199",1e-07,"5.5.4",200,"original",11,67407,189801
"1200",1e-07,"5.5.4",200,"original",12,69869,204339
"1201",1e-07,"5.5.4",200,"original",13,66721,192094
"1202",1e-07,"5.5.4",200,"original",14,74839,168977
"1203",1e-07,"5.5.4",200,"original",15,53363,156047
"1204",1e-07,"5.5.4",200,"original",16,70099,187719
"1205",1e-07,"5.5.4",200,"original",17,97551,191072
"1206",1e-07,"5.5.4",200,"original",18,102093,208812
"1207",1e-07,"5.5.4",200,"original",19,125885,224437
"1208",1e-07,"5.5.4",200,"original",2,86657,189033
"1209",1e-07,"5.5.4",200,"original",20,170193,288695
"1210",1e-07,"5.5.4",200,"original",21,69661,187818
"1211",1e-07,"5.5.4",200,"original",22,99391,211170
"1212",1e-07,"5.5.4",200,"original",23,117103,258741
"1213",1e-07,"5.5.4",200,"original",24,54721,135599
"1214",1e-07,"5.5.4",200,"original",25,110165,229620
"1215",1e-07,"5.5.4",200,"original",26,112503,274531
"1216",1e-07,"5.5.4",200,"original",27,45935,122534
"1217",1e-07,"5.5.4",200,"original",28,68763,191274
"1218",1e-07,"5.5.4",200,"original",29,102609,208084
"1219",1e-07,"5.5.4",200,"original",3,68591,172152
"1220",1e-07,"5.5.4",200,"original",30,49769,145673
"1221",1e-07,"5.5.4",200,"original",31,62849,165279
"1222",1e-07,"5.5.4",200,"original",32,59757,167840
"1223",1e-07,"5.5.4",200,"original",33,101729,198043
"1224",1e-07,"5.5.4",200,"original",34,133625,244360
"1225",1e-07,"5.5.4",200,"original",35,183955,311617
"1226",1e-07,"5.5.4",200,"original",36,70069,172437
"1227",1e-07,"5.5.4",200,"original",37,68087,167382
"1228",1e-07,"5.5.4",200,"original",38,68001,178771
"1229",1e-07,"5.5.4",200,"original",39,88581,180092
"1230",1e-07,"5.5.4",200,"original",4,52573,153074
"1231",1e-07,"5.5.4",200,"original",40,73779,166856
"1232",1e-07,"5.5.4",200,"original",41,58651,160668
"1233",1e-07,"5.5.4",200,"original",42,107647,212731
"1234",1e-07,"5.5.4",200,"original",43,92905,228432
"1235",1e-07,"5.5.4",200,"original",44,122509,250079
"1236",1e-07,"5.5.4",200,"original",45,76447,210131
"1237",1e-07,"5.5.4",200,"original",46,105903,191989
"1238",1e-07,"5.5.4",200,"original",47,62849,144873
"1239",1e-07,"5.5.4",200,"original",48,78321,212658
"1240",1e-07,"5.5.4",200,"original",49,68811,160492
"1241",1e-07,"5.5.4",200,"original",5,102645,184402
"1242",1e-07,"5.5.4",200,"original",50,153703,253609
"1243",1e-07,"5.5.4",200,"original",6,71737,203371
"1244",1e-07,"5.5.4",200,"original",7,69849,178805
"1245",1e-07,"5.5.4",200,"original",8,68791,163802
"1246",1e-07,"5.5.4",200,"original",9,91381,258543
"1247",1e-07,"5.5.4",200,"withspecies",1,49505,135304
"1248",1e-07,"5.5.4",200,"withspecies",10,54673,165421
"1249",1e-07,"5.5.4",200,"withspecies",11,67407,189848
"1250",1e-07,"5.5.4",200,"withspecies",12,69869,204356
"1251",1e-07,"5.5.4",200,"withspecies",13,66721,192109
"1252",1e-07,"5.5.4",200,"withspecies",14,74839,169005
"1253",1e-07,"5.5.4",200,"withspecies",15,53363,156115
"1254",1e-07,"5.5.4",200,"withspecies",16,70099,187767
"1255",1e-07,"5.5.4",200,"withspecies",17,97551,191129
"1256",1e-07,"5.5.4",200,"withspecies",18,102093,208881
"1257",1e-07,"5.5.4",200,"withspecies",19,125885,224542
"1258",1e-07,"5.5.4",200,"withspecies",2,86657,189062
"1259",1e-07,"5.5.4",200,"withspecies",20,170193,288806
"1260",1e-07,"5.5.4",200,"withspecies",21,69661,187836
"1261",1e-07,"5.5.4",200,"withspecies",22,99391,211192
"1262",1e-07,"5.5.4",200,"withspecies",23,117103,258810
"1263",1e-07,"5.5.4",200,"withspecies",24,54721,135638
"1264",1e-07,"5.5.4",200,"withspecies",25,110165,229687
"1265",1e-07,"5.5.4",200,"withspecies",26,112503,274554
"1266",1e-07,"5.5.4",200,"withspecies",27,45935,122534
"1267",1e-07,"5.5.4",200,"withspecies",28,68763,191371
"1268",1e-07,"5.5.4",200,"withspecies",29,102609,208084
"1269",1e-07,"5.5.4",200,"withspecies",3,68591,172184
"1270",1e-07,"5.5.4",200,"withspecies",30,49769,145673
"1271",1e-07,"5.5.4",200,"withspecies",31,62849,165300
"1272",1e-07,"5.5.4",200,"withspecies",32,59757,167840
"1273",1e-07,"5.5.4",200,"withspecies",33,101729,198093
"1274",1e-07,"5.5.4",200,"withspecies",34,133625,244385
"1275",1e-07,"5.5.4",200,"withspecies",35,183955,311691
"1276",1e-07,"5.5.4",200,"withspecies",36,70069,172501
"1277",1e-07,"5.5.4",200,"withspecies",37,68087,167466
"1278",1e-07,"5.5.4",200,"withspecies",38,68001,178815
"1279",1e-07,"5.5.4",200,"withspecies",39,88581,180156
"1280",1e-07,"5.5.4",200,"withspecies",4,52573,153074
"1281",1e-07,"5.5.4",200,"withspecies",40,73779,166895
"1282",1e-07,"5.5.4",200,"withspecies",41,58651,160699
"1283",1e-07,"5.5.4",200,"withspecies",42,107647,212800
"1284",1e-07,"5.5.4",200,"withspecies",43,92905,228450
"1285",1e-07,"5.5.4",200,"withspecies",44,122509,250176
"1286",1e-07,"5.5.4",200,"withspecies",45,76447,210177
"1287",1e-07,"5.5.4",200,"withspecies",46,105903,192066
"1288",1e-07,"5.5.4",200,"withspecies",47,62849,144912
"1289",1e-07,"5.5.4",200,"withspecies",48,78321,212678
"1290",1e-07,"5.5.4",200,"withspecies",49,68811,160514
"1291",1e-07,"5.5.4",200,"withspecies",5,102645,184402
"1292",1e-07,"5.5.4",200,"withspecies",50,153703,253689
"1293",1e-07,"5.5.4",200,"withspecies",6,71737,203448
"1294",1e-07,"5.5.4",200,"withspecies",7,69849,178891
"1295",1e-07,"5.5.4",200,"withspecies",8,68791,163897
"1296",1e-07,"5.5.4",200,"withspecies",9,91381,258543
"1297",1e-07,"5.5.4",50,"original",1,32557,144400
"1298",1e-07,"5.5.4",50,"original",10,32775,135119
"1299",1e-07,"5.5.4",50,"original",11,48781,168137
"1300",1e-07,"5.5.4",50,"original",12,53761,215639
"1301",1e-07,"5.5.4",50,"original",13,46529,164676
"1302",1e-07,"5.5.4",50,"original",14,53269,136837
"1303",1e-07,"5.5.4",50,"original",15,31085,127267
"1304",1e-07,"5.5.4",50,"original",16,48991,148631
"1305",1e-07,"5.5.4",50,"original",17,63531,140485
"1306",1e-07,"5.5.4",50,"original",18,59219,143347
"1307",1e-07,"5.5.4",50,"original",19,92261,172208
"1308",1e-07,"5.5.4",50,"original",2,70817,151083
"1309",1e-07,"5.5.4",50,"original",20,131383,224274
"1310",1e-07,"5.5.4",50,"original",21,40377,156985
"1311",1e-07,"5.5.4",50,"original",22,63075,138553
"1312",1e-07,"5.5.4",50,"original",23,90533,220252
"1313",1e-07,"5.5.4",50,"original",24,33613,116669
"1314",1e-07,"5.5.4",50,"original",25,72967,158610
"1315",1e-07,"5.5.4",50,"original",26,70917,167753
"1316",1e-07,"5.5.4",50,"original",27,21113,82733
"1317",1e-07,"5.5.4",50,"original",28,38507,147566
"1318",1e-07,"5.5.4",50,"original",29,89011,175202
"1319",1e-07,"5.5.4",50,"original",3,38403,139076
"1320",1e-07,"5.5.4",50,"original",30,31555,130308
"1321",1e-07,"5.5.4",50,"original",31,38765,140134
"1322",1e-07,"5.5.4",50,"original",32,39939,142489
"1323",1e-07,"5.5.4",50,"original",33,74003,154103
"1324",1e-07,"5.5.4",50,"original",34,84995,187878
"1325",1e-07,"5.5.4",50,"original",35,129743,220686
"1326",1e-07,"5.5.4",50,"original",36,53173,145724
"1327",1e-07,"5.5.4",50,"original",37,54339,132221
"1328",1e-07,"5.5.4",50,"original",38,45179,142529
"1329",1e-07,"5.5.4",50,"original",39,50093,128336
"1330",1e-07,"5.5.4",50,"original",4,33491,130803
"1331",1e-07,"5.5.4",50,"original",40,52519,130460
"1332",1e-07,"5.5.4",50,"original",41,37787,141038
"1333",1e-07,"5.5.4",50,"original",42,71979,146294
"1334",1e-07,"5.5.4",50,"original",43,64683,165164
"1335",1e-07,"5.5.4",50,"original",44,71081,153285
"1336",1e-07,"5.5.4",50,"original",45,34053,132980
"1337",1e-07,"5.5.4",50,"original",46,69029,140888
"1338",1e-07,"5.5.4",50,"original",47,43293,128040
"1339",1e-07,"5.5.4",50,"original",48,52489,175704
"1340",1e-07,"5.5.4",50,"original",49,44541,120781
"1341",1e-07,"5.5.4",50,"original",5,71255,147707
"1342",1e-07,"5.5.4",50,"original",50,95575,179273
"1343",1e-07,"5.5.4",50,"original",6,46409,152115
"1344",1e-07,"5.5.4",50,"original",7,42321,139471
"1345",1e-07,"5.5.4",50,"original",8,44667,123522
"1346",1e-07,"5.5.4",50,"original",9,55675,176537
"1347",1e-07,"5.5.4",50,"withspecies",1,32557,144400
"1348",1e-07,"5.5.4",50,"withspecies",10,32775,135135
"1349",1e-07,"5.5.4",50,"withspecies",11,48781,168222
"1350",1e-07,"5.5.4",50,"withspecies",12,53761,215729
"1351",1e-07,"5.5.4",50,"withspecies",13,46529,164747
"1352",1e-07,"5.5.4",50,"withspecies",14,53269,136895
"1353",1e-07,"5.5.4",50,"withspecies",15,31085,127327
"1354",1e-07,"5.5.4",50,"withspecies",16,48991,148701
"1355",1e-07,"5.5.4",50,"withspecies",17,63531,140559
"1356",1e-07,"5.5.4",50,"withspecies",18,59219,143393
"1357",1e-07,"5.5.4",50,"withspecies",19,92261,172288
"1358",1e-07,"5.5.4",50,"withspecies",2,70817,151164
"1359",1e-07,"5.5.4",50,"withspecies",20,131383,224378
"1360",1e-07,"5.5.4",50,"withspecies",21,40377,157039
"1361",1e-07,"5.5.4",50,"withspecies",22,63075,138596
"1362",1e-07,"5.5.4",50,"withspecies",23,90533,220306
"1363",1e-07,"5.5.4",50,"withspecies",24,33613,116681
"1364",1e-07,"5.5.4",50,"withspecies",25,72967,158687
"1365",1e-07,"5.5.4",50,"withspecies",26,70917,167868
"1366",1e-07,"5.5.4",50,"withspecies",27,21113,82801
"1367",1e-07,"5.5.4",50,"withspecies",28,38507,147608
"1368",1e-07,"5.5.4",50,"withspecies",29,89011,175275
"1369",1e-07,"5.5.4",50,"withspecies",3,38403,139132
"1370",1e-07,"5.5.4",50,"withspecies",30,31555,130450
"1371",1e-07,"5.5.4",50,"withspecies",31,38765,140161
"1372",1e-07,"5.5.4",50,"withspecies",32,39939,142511
"1373",1e-07,"5.5.4",50,"withspecies",33,74003,154166
"1374",1e-07,"5.5.4",50,"withspecies",34,84995,187965
"1375",1e-07,"5.5.4",50,"withspecies",35,129743,220781
"1376",1e-07,"5.5.4",50,"withspecies",36,53173,145759
"1377",1e-07,"5.5.4",50,"withspecies",37,54339,132311
"1378",1e-07,"5.5.4",50,"withspecies",38,45179,142563
"1379",1e-07,"5.5.4",50,"withspecies",39,50093,128397
"1380",1e-07,"5.5.4",50,"withspecies",4,33491,130803
"1381",1e-07,"5.5.4",50,"withspecies",40,52519,130509
"1382",1e-07,"5.5.4",50,"withspecies",41,37787,141075
"1383",1e-07,"5.5.4",50,"withspecies",42,71979,146460
"1384",1e-07,"5.5.4",50,"withspecies",43,64683,165233
"1385",1e-07,"5.5.4",50,"withspecies",44,71081,153396
"1386",1e-07,"5.5.4",50,"withspecies",45,34053,133052
"1387",1e-07,"5.5.4",50,"withspecies",46,69029,140962
"1388",1e-07,"5.5.4",50,"withspecies",47,43293,128080
"1389",1e-07,"5.5.4",50,"withspecies",48,52489,175789
"1390",1e-07,"5.5.4",50,"withspecies",49,44541,120824
"1391",1e-07,"5.5.4",50,"withspecies",5,71255,147767
"1392",1e-07,"5.5.4",50,"withspecies",50,95575,179356
"1393",1e-07,"5.5.4",50,"withspecies",6,46409,152167
"1394",1e-07,"5.5.4",50,"withspecies",7,42321,139550
"1395",1e-07,"5.5.4",50,"withspecies",8,44667,123554
"1396",1e-07,"5.5.4",50,"withspecies",9,55675,176587
