243 ASTRALII non 500 70 1 .0143
243 ASTRALII non 2000 70 1 .0143
244 ASTRALII non 1000 139 8 .0576
244 ASTRALII non 500 139 9 .0647
244 ASTRALII non 2000 139 4 .0288
245 ASTRALII non 1000 121 3 .0248
245 ASTRALII non 500 121 3 .0248
245 ASTRALII non 2000 121 3 .0248
246 ASTRALII non 1000 119 6 .0504
246 ASTRALII non 500 119 7 .0588
246 ASTRALII non 2000 119 5 .042
247 ASTRALII non 1000 85 4 .0471
247 ASTRALII non 500 85 4 .0471
247 ASTRALII non 2000 85 4 .0471
248 ASTRALII non 1000 142 13 .0915
248 ASTRALII non 500 142 13 .0915
248 ASTRALII non 2000 142 8 .0563
249 ASTRALII non 1000 68 2 .0294
249 ASTRALII non 500 68 6 .0882
249 ASTRALII non 2000 68 0 0
250 ASTRALII non 1000 185 24 .1297
250 ASTRALII non 500 185 27 .1459
250 ASTRALII non 2000 185 22 .1189
251 ASTRALII non 1000 51 1 .0196
251 ASTRALII non 500 51 1 .0196
251 ASTRALII non 2000 51 3 .0588
252 ASTRALII non 1000 190 15 .0789
252 ASTRALII non 500 190 16 .0842
252 ASTRALII non 2000 190 15 .0789
253 ASTRALII non 1000 153 8 .0523
253 ASTRALII non 500 153 10 .0654
253 ASTRALII non 2000 153 6 .0392
254 ASTRALII non 1000 89 2 .0225
254 ASTRALII non 500 89 2 .0225
254 ASTRALII non 2000 89 2 .0225
255 ASTRALII non 1000 198 3 .0152
255 ASTRALII non 500 198 4 .0202
255 ASTRALII non 2000 198 5 .0253
256 ASTRALII non 1000 138 2 .0145
256 ASTRALII non 500 138 5 .0362
256 ASTRALII non 2000 138 2 .0145
257 ASTRALII non 1000 78 1 .0128
257 ASTRALII non 500 78 1 .0128
257 ASTRALII non 2000 78 1 .0128
258 ASTRALII non 1000 64 1 .0156
258 ASTRALII non 500 64 0 0
258 ASTRALII non 2000 64 1 .0156
259 ASTRALII non 1000 133 7 .0526
259 ASTRALII non 500 133 13 .0977
259 ASTRALII non 2000 133 5 .0376
260 ASTRALII non 1000 123 20 .1626
260 ASTRALII non 500 123 22 .1789
260 ASTRALII non 2000 123 22 .1789
