Replicate Speciation-rate Extinction-rate Ingroup-divergence/divergence-to-the-ingroup-ratio Number-of-leaves Generations Haploid-efective-population-size Global-substitution-rate Lineage-(species)-specific-rate-heterogeneity-gamma-shape Gene-family-(locus-tree)-specific-rate-heterogeneity-gamma-shape Individuals-per-species ASTRAL-quartetScore outgroup-miss-replacement mean-seq-length
174 0.00000021042540 0.00000015412990 1.5 115.0 14361040.0 936843.0 0.00000005517324000 3.63049800 10.95704000 1.0 0.9114535210736504 2000 958.664
175 0.00000045996350 0.00000040320400 1.5 71.0 825563.4 944377.0 0.00000005250749000 1.21363000 1.53571500 1.0 0.4698117968681655 1104 654.01
176 0.00000091013820 0.00000064872260 1.5 147.0 889889.1 204720.0 0.00000001788864000 4.95224500 10.39803000 1.0 0.6437725385937546 1999 811.666
177 0.00000073711020 0.00000010142940 1.5 55.0 986717.0 870857.0 0.00000003392685000 1.18497400 4.78531300 1.0 0.5211380312559558 1396 630.499
178 0.00000073715840 0.00000011191690 1.5 89.0 5636682.0 43569.0 0.00000002124723000 3.61652000 3.35436900 1.0 0.9722043875406525 2000 472.168
179 0.00000014406060 0.00000011145090 1.5 53.0 3218105.0 118509.0 0.00000004271654000 16.10374000 3.15032700 1.0 0.9145243271958033 2000 389.307
180 0.00000045621100 0.00000028896790 1.5 66.0 1148839.0 946146.0 0.00000001810849000 5.44940900 4.11010500 1.0 0.4937189665744703 1464 1164.01
181 0.00000013947610 0.00000011950280 1.5 52.0 2414960.0 480924.0 0.00000002318632000 2.78663600 2.56057100 1.0 0.7545724579527021 1998 556.386
182 0.00000044715240 0.00000036238390 1.5 90.0 4235865.0 208058.0 0.00000003016921000 6.60988900 3.04757800 1.0 0.9276591096169747 2000 897.493
183 0.00000056480080 0.00000029207810 1.5 121.0 3026641.0 412659.0 0.00000002015854000 2.91739400 8.74319100 1.0 0.8195757743308677 2000 501.57
184 0.00000010095360 0.00000010048140 1.5 123.0 4028859.0 534099.0 0.00000003935450000 0.14417380 3.71217400 1.0 0.7514921456104309 2000 787.651
185 0.00000014845690 0.00000011108040 1.5 57.0 573059.0 371549.0 0.00000007083518000 1.95864600 4.36386400 1.0 0.4916663280458199 1655 913.134
186 0.00000020768170 0.00000011368190 1.5 152.0 3109250.0 682969.0 0.00000023744860000 2.89567100 6.88001200 1.0 0.634983177896696 1997 418.147
187 0.00000076270180 0.00000010998000 1.5 100.0 1972972.0 482672.0 0.00000007675750000 0.59511210 2.52507100 1.0 0.716853684184745 1993 931.354
188 0.00000011389690 0.00000010880170 1.5 111.0 4833654.0 387000.0 0.00000003833107000 23.78436000 17.18390000 1.0 0.8013303806904725 2000 538.471
189 0.00000039528360 0.00000015757620 1.5 55.0 6263205.0 654671.0 0.00000001511713000 2.23877100 3.27781700 1.0 0.925847782406273 2000 792.319
190 0.00000015793140 0.00000014136590 1.5 106.0 2234147.0 814195.0 0.00000004621051000 2.60582200 5.71914100 1.0 0.5742091650986996 1943 329.266
191 0.00000029999510 0.00000018710770 1.5 151.0 4637425.0 644884.0 0.00000007414195000 0.31561890 3.13474900 1.0 0.743147499397634 1999 434.584
192 0.00000026988740 0.00000012516320 1.5 142.0 7366542.0 15765.0 0.00000007038741000 11.98721000 2.78248300 1.0 0.9978196976532607 2000 725.702
193 0.00000046546840 0.00000040830890 1.5 181.0 552298.8 984315.0 0.00000001462481000 5.34361200 27.05789000 1.0 0.3977259140522019 596 650.716
194 0.00000013567710 0.00000010518140 1.5 148.0 1330165.0 128383.0 0.00000002860906000 0.77422260 6.19543300 1.0 0.7288370376350387 2000 432.213
195 0.00000011098810 0.00000010357410 1.5 135.0 3051492.0 470657.0 0.00000001065166000 2.91109800 5.91098900 1.0 0.6871923269176746 2000 790.729
196 0.00000012180150 0.00000010748930 1.5 163.0 5267843.0 308805.0 0.00000006770215000 1.21188600 2.72812300 1.0 0.7943016334101534 2000 363.637
197 0.00000014430780 0.00000011527630 1.5 76.0 3446268.0 649421.0 0.00000001225435000 26.71470000 2.47313400 1.0 0.7741783776394303 2000 613.236
198 0.00000086040350 0.00000020367880 1.5 102.0 1339557.0 51911.0 0.00000002264802000 18.81299000 4.64974600 1.0 0.9360788165178596 2000 594.515
199 0.00000067589930 0.00000030744190 1.5 122.0 2912736.0 101070.0 0.00000003679855000 4.20109000 10.15391000 1.0 0.9013948054937805 2000 932.153
200 0.00000051057440 0.00000014558010 1.5 117.0 1053719.0 164972.0 0.00000001099326000 4.24873900 7.14929600 1.0 0.7523899502660665 1999 1934.42
201 0.00000013222620 0.00000012666240 1.5 152.0 4581572.0 143414.0 0.00000000355558800 8.20562500 3.13578000 1.0 0.9040713315199439 2000 1523.99
202 0.00000078867360 0.00000013833470 1.5 140.0 3799010.0 522115.0 0.00000002620132000 3.14129400 2.85822400 1.0 0.8118754771364618 1999 860.265
203 0.00000052614270 0.00000019163940 1.5 75.0 6736788.0 474026.0 0.00000004786840000 3.96005500 3.59839800 1.0 0.930952815136694 2000 1037.89
204 0.00000019849420 0.00000012402180 1.5 97.0 16678610.0 793082.0 0.00000005688311000 28.54025000 1.53316600 1.0 0.9546629164959527 2000 716.06
205 0.00000012661200 0.00000011637570 1.5 77.0 3093848.0 445363.0 0.00000006865663000 56.17184000 3.91600400 1.0 0.7388959952328373 2000 617.035
206 0.00000048719810 0.00000041521690 1.5 131.0 853351.1 875316.0 0.00000000713086200 39.67216000 1.67247000 1.0 0.4616977247795107 1151 871.42
207 0.00000060395840 0.00000030652410 1.5 120.0 1949063.0 677077.0 0.00000001099405000 6.20869500 4.90980800 1.0 0.5789397393415974 1948 1027.02
208 0.00000026351160 0.00000011050270 1.5 82.0 833684.6 94940.0 0.00000007908326000 5.93215700 1.96262200 1.0 0.7422341444368259 2000 398.856
209 0.00000033563000 0.00000027195200 1.5 125.0 4604780.0 417996.0 0.00000008232142000 3.57023400 6.69623700 1.0 0.7610528086121414 2000 521.426
210 0.00000011772540 0.00000010907150 1.5 54.0 4518691.0 303101.0 0.00000001834417000 4.71547800 3.77416500 1.0 0.8929383838383839 2000 273.332
211 0.00000018707630 0.00000012890690 1.5 178.0 2356650.0 768838.0 0.00000007584953000 6.75113900 14.69640000 1.0 0.516225419033101 1963 589.082
212 0.00000014033730 0.00000013359720 1.5 171.0 2471052.0 326970.0 0.00000003954877000 11.57925000 5.64384900 1.0 0.6624326226833972 2000 343.16
213 0.00000015134440 0.00000013028810 1.5 165.0 3089076.0 151307.0 0.00000000769104500 1.66820300 1.72693600 1.0 0.7718537285184703 2000 576.715
214 0.00000056331750 0.00000044856630 1.5 188.0 2627798.0 422400.0 0.00000003118346000 4.59010500 10.98257000 1.0 0.6857043761314624 2000 577.274
215 0.00000012829280 0.00000010973110 1.5 116.0 17115500.0 741561.0 0.00000002110008000 2.69445500 12.29788000 1.0 0.8707850634062186 2000 369.772
216 0.00000036057760 0.00000022790330 1.5 63.0 1511198.0 533564.0 0.00000002964092000 8.40802100 6.17803800 1.0 0.5886235292173453 1949 518.696
217 0.00000079696900 0.00000016588330 1.5 176.0 164935.0 223752.0 0.00000003764314000 6.36194000 2.86926800 1.0 0.40273153430438646 835 624.061
218 0.00000052478770 0.00000049670760 1.5 150.0 4723282.0 206041.0 0.00000005281394000 3.49127000 1.75188600 1.0 0.9420198961395281 2000 352.05
219 0.00000019635540 0.00000015596650 1.5 128.0 5824960.0 704725.0 0.00000005626374000 2.50957100 1.78211700 1.0 0.7529583069921493 2000 643.105
220 0.00000025964110 0.00000010751030 1.5 170.0 5135220.0 683924.0 0.00000002716299000 1.90426700 5.17159900 1.0 0.7298805653767788 2000 335.536
221 0.00000013089460 0.00000010365930 1.5 169.0 7708601.0 252214.0 0.00000001745812000 4.40557800 5.97567200 1.0 0.8042847269063881 2000 428.195
222 0.00000093710350 0.00000016512640 1.5 131.0 5606595.0 767171.0 0.00000002358770000 1.08939600 1.45928200 1.0 0.844711607961244 2000 365.016
223 0.00000098781680 0.00000055545410 1.5 56.0 469227.4 753225.0 0.00000002861709000 6.61680600 10.97151000 1.0 0.44890804916331234 704 726.398
224 0.00000024578770 0.00000021937130 1.5 143.0 1118262.0 825727.0 0.00000007951538000 3.39943400 3.52856800 1.0 0.4357365132037742 1524 302.237
225 0.00000049222050 0.00000016324540 1.5 81.0 1990889.0 455903.0 0.00000001788479000 4.05888900 18.07689000 1.0 0.6945085514504934 1995 409.108
226 0.00000051991850 0.00000020360750 1.5 101.0 23721950.0 697682.0 0.00000002036236000 8.56250100 2.97251400 1.0 0.9476236569539307 2000 471.832
227 0.00000041528150 0.00000028999330 1.5 182.0 3483026.0 328450.0 0.00000005630672000 6.83849200 11.54970000 1.0 0.7957846028771217 2000 633.707
228 0.00000059601530 0.00000050201680 1.5 181.0 1771917.0 957920.0 0.00000002427069000 6.87866200 1.16306100 1.0 0.4975484103825843 1770 640.957
229 0.00000011498040 0.00000010675490 1.5 184.0 2422005.0 913110.0 0.00000003136352000 8.27324700 3.82244900 1.0 0.5334251950347816 1938 457.978
230 0.00000020496770 0.00000011329070 1.5 73.0 13724280.0 624240.0 0.00000003312041000 2.74564100 2.63805500 1.0 0.9488924437653938 2000 945.144
231 0.00000092038070 0.00000029789170 1.5 83.0 818146.7 706923.0 0.00000003239452000 2.76644900 7.19357200 1.0 0.5101822839169298 1368 427.964
232 0.00000027219070 0.00000023489570 1.5 60.0 6138749.0 241382.0 0.00000004921723000 1.59376000 7.14821000 1.0 0.9277866984123943 2000 873.652
233 0.00000075073850 0.00000054707220 1.5 85.0 1864072.0 712750.0 0.00000013064900000 2.29181400 7.35693100 1.0 0.6386242557880535 1935 538.907
234 0.00000097140190 0.00000025702810 1.5 135.0 3925720.0 602022.0 0.00000002562460000 1.31314800 12.64413000 1.0 0.7468718107090964 2000 624.045
235 0.00000023072510 0.00000017865600 1.5 164.0 3007740.0 658180.0 0.00000004625943000 0.35414530 10.65942000 1.0 0.5949187134785768 1993 349.253
236 0.00000055999300 0.00000026082700 1.5 156.0 4670053.0 533774.0 0.00000003148416000 15.43799000 1.81875700 1.0 0.8309197224595828 2000 246.3
237 0.00000082083180 0.00000023693160 1.5 103.0 3786390.0 430603.0 0.00000001700780000 11.89755000 3.65930800 1.0 0.8459547181830163 2000 367.587
238 0.00000079851880 0.00000071761120 1.5 160.0 1084233.0 969940.0 0.00000007654257000 9.91185100 1.48881400 1.0 0.46159351951915645 1321 326.411
239 0.00000010895940 0.00000010386730 1.5 189.0 1178363.0 108181.0 0.00000002266794000 32.25775000 4.10333500 1.0 0.6577851157932378 2000 198.198
240 0.00000052648140 0.00000022473100 1.5 66.0 3736168.0 125296.0 0.00000001431451000 3.85091000 1.70828500 1.0 0.9575923859722367 2000 646.339
241 0.00000079295360 0.00000040268760 1.5 174.0 3076357.0 324301.0 0.00000002912797000 6.72839300 0.97971550 1.0 0.798845166394392 2000 982.544
242 0.00000039231030 0.00000026387130 1.5 111.0 4285623.0 921536.0 0.00000001541512000 5.33797800 3.33673300 1.0 0.7102460570423873 1998 308.161
243 0.00000067339930 0.00000014705940 1.5 72.0 5345689.0 376662.0 0.00000003015988000 7.55035100 2.14038500 1.0 0.9264044146155471 2000 457.178
244 0.00000044005560 0.00000011591210 1.5 141.0 999251.9 567794.0 0.00000002994049000 4.86271900 3.86745000 1.0 0.4997548239074736 1754 453.545
245 0.00000022397310 0.00000012747390 1.5 123.0 22979810.0 618825.0 0.00000002634395000 3.67247300 2.78440100 1.0 0.9652007225901962 2000 639.912
246 0.00000041750370 0.00000012843120 1.5 121.0 1810056.0 594022.0 0.00000004335316000 2.33510800 5.14652900 1.0 0.5803525646134351 1958 363.105
247 0.00000075893710 0.00000027500610 1.5 87.0 963936.0 862214.0 0.00000001705012000 38.41832000 1.79415800 1.0 0.46122192105974125 1323 1397.81
248 0.00000011374410 0.00000010796050 1.5 144.0 2923469.0 773659.0 0.00000004218316000 1.64731100 4.02446300 1.0 0.6152390626291306 1985 509.207
249 0.00000061939450 0.00000010561920 1.5 70.0 332736.7 90775.0 0.00000003191872000 26.80780000 3.79224300 1.0 0.629746327067263 1983 566.626
250 0.00000029378580 0.00000021504550 1.5 187.0 976423.6 746811.0 0.00000000817487900 2.74924000 1.13351200 1.0 0.43773776857871893 1519 706.626
251 0.00000032917020 0.00000013206090 1.5 53.0 2197167.0 959451.0 0.00000002836072000 4.83552400 2.87016000 1.0 0.5896984167638996 1899 511.272
252 0.00000020506930 0.00000013012010 1.5 192.0 3437324.0 513752.0 0.00000008988665000 2.25707400 6.13193700 1.0 0.6353779349515346 2000 994.535
253 0.00000036385880 0.00000025929830 1.5 155.0 2182779.0 866696.0 0.00000002689692000 2.41550600 11.79145000 1.0 0.5410055810940061 1916 496.615
254 0.00000041769370 0.00000015792330 1.5 91.0 4898131.0 325254.0 0.00000005053250000 9.58305900 3.77930300 1.0 0.8615161404789641 2000 403.134
255 0.00000018278260 0.00000010961790 1.5 200.0 7299578.0 749945.0 0.00000001490360000 6.16412000 1.23344200 1.0 0.7516628762309967 2000 678.258
256 0.00000060961110 0.00000053645190 1.5 140.0 4367763.0 389410.0 0.00000001128329000 10.28891000 4.83607800 1.0 0.8614813260532053 2000 759.846
257 0.00000028211640 0.00000010377540 1.5 80.0 3220055.0 701534.0 0.00000001083744000 4.60883000 10.32271000 1.0 0.7257974157620782 1998 586.897
258 0.00000010203430 0.00000010031410 1.5 66.0 4836209.0 379087.0 0.00000002263147000 8.61251700 5.37962900 1.0 0.8917079141008245 2000 327.005
259 0.00000059700970 0.00000037540620 1.5 135.0 1245186.0 304383.0 0.00000005732175000 16.67715000 4.74546200 1.0 0.6411312026041105 1994 278.549
260 0.00000051305220 0.00000040527150 1.5 125.0 3360752.0 846963.0 0.00000004432812000 0.69333070 3.50205100 1.0 0.6926833739212969 1992 670.609
261 0.00000057674510 0.00000010537410 1.5 136.0 4344234.0 684421.0 0.00000002884947000 1.83825000 2.94176500 1.0 0.7716998924797794 2000 337.007
262 0.00000030678900 0.00000016844120 1.5 60.0 2119435.0 857362.0 0.00000001684290000 16.68966000 6.55578500 1.0 0.5948872368761438 1917 796.105
263 0.00000037705110 0.00000019808210 1.5 128.0 6359072.0 508634.0 0.00000003060879000 8.06616200 5.28381200 1.0 0.8962547770645675 2000 844.924
264 0.00000074108060 0.00000039291690 1.5 153.0 1588203.0 572632.0 0.00000001715791000 1.47298700 1.95804500 1.0 0.6028600536383634 1952 1308.07
265 0.00000055015630 0.00000034766200 1.5 137.0 1343907.0 875535.0 0.00000005130140000 2.05797900 13.66194000 1.0 0.45837373324096026 1628 299.575
266 0.00000047006460 0.00000023816930 1.5 173.0 4373820.0 381132.0 0.00000004941935000 1.90080500 3.18247800 1.0 0.9062169536943087 2000 423.089
267 0.00000018909420 0.00000014611450 1.5 163.0 2131498.0 663818.0 0.00000003551790000 4.47322200 2.73253600 1.0 0.5497616698130299 1969 769.585
268 0.00000083909920 0.00000060473330 1.5 104.0 4925222.0 253827.0 0.00000000324936300 4.89215900 7.66225200 1.0 0.9363127188440724 2000 549.944
269 0.00000072002080 0.00000019516620 1.5 109.0 16379450.0 168498.0 0.00000003439316000 2.66858100 4.79583400 1.0 0.9519540264169605 2000 261.933
270 0.00000043295020 0.00000012124760 1.5 160.0 1403325.0 909873.0 0.00000004392555000 7.45451700 3.30441800 1.0 0.4827102234511732 1628 1468.89
271 0.00000053328350 0.00000049084830 1.5 128.0 4067385.0 452226.0 0.00000001155100000 9.33024600 2.15296900 1.0 0.842414542341001 2000 548.924
272 0.00000081647480 0.00000049990270 1.5 50.0 1535386.0 618089.0 0.00000003861608000 1.22269600 2.51230700 1.0 0.5734445178071228 1929 801.058
273 0.00000013451980 0.00000011100990 1.5 119.0 3482158.0 822499.0 0.00000002458945000 1.70463400 11.27767000 1.0 0.6632857835528823 1994 550.977
274 0.00000027420650 0.00000012847760 1.5 151.0 9267627.0 450145.0 0.00000000695314200 2.55701300 3.71359700 1.0 0.8482397110514853 2000 1055.22
275 0.00000012673080 0.00000012035680 1.5 118.0 6139853.0 430614.0 0.00000003755421000 1.04810000 5.06555300 1.0 0.7847160987669806 2000 228.434
276 0.00000095822910 0.00000010687950 1.5 97.0 4802816.0 448977.0 0.00000001714589000 0.92714190 4.05710000 1.0 0.9131392354690112 2000 191.874
277 0.00000096582040 0.00000013431950 1.5 200.0 402885.0 932499.0 0.00000005127612000 3.57643400 0.67346420 1.0 0.36539151284842725 362 788.767
278 0.00000030465140 0.00000017813780 1.5 109.0 3523721.0 315511.0 0.00000002955088000 7.90410100 5.12408200 1.0 0.8021954215913746 2000 861.284
279 0.00000010858200 0.00000010098540 1.5 87.0 8470311.0 915416.0 0.00000002781799000 0.31178070 4.48506900 1.0 0.8107689760237404 2000 568.748
280 0.00000085811850 0.00000048805120 1.5 81.0 4738619.0 377428.0 0.00000002435513000 3.77475000 3.37790100 1.0 0.9318970461276342 2000 1526.87
281 0.00000025648640 0.00000013581160 1.5 71.0 2630355.0 593490.0 0.00000000377274300 1.89643900 13.43697000 1.0 0.7344343136111354 1996 1631.53
282 0.00000017427510 0.00000011580880 1.5 168.0 2175358.0 84028.0 0.00000003963882000 1.32459800 10.66207000 1.0 0.8107513349544685 2000 432.733
283 0.00000018265160 0.00000017254550 1.5 72.0 2450160.0 938619.0 0.00000001645525000 0.47183510 11.37210000 1.0 0.5852475244159018 1943 470.733
284 0.00000026384200 0.00000011441710 1.5 70.0 3732606.0 490962.0 0.00000002649488000 16.51422000 7.13792600 1.0 0.8096934749159921 2000 412.024
285 0.00000041826400 0.00000013703690 1.5 61.0 1448919.0 814723.0 0.00000004109325000 6.23345200 1.51363500 1.0 0.5910450635929335 1760 841.12
286 0.00000051430080 0.00000027387240 1.5 121.0 2656819.0 52236.0 0.00000004296015000 1.02057200 13.41670000 1.0 0.9061836264244215 2000 169.882
287 0.00000026150650 0.00000020612500 1.5 116.0 8966996.0 456005.0 0.00000007208857000 2.90140000 4.12597400 1.0 0.9404995487411489 2000 459.571
288 0.00000016613930 0.00000010583150 1.5 194.0 482440.7 932167.0 0.00000002744926000 10.44865000 5.13181400 1.0 0.37408422139062264 489 582.586
289 0.00000018306120 0.00000016609110 1.5 187.0 1556903.0 319084.0 0.00000002106600000 1.89436500 4.44020400 1.0 0.6101271168496167 1995 1301.89
290 0.00000019899800 0.00000018595920 1.5 83.0 1604366.0 237883.0 0.00000005289241000 54.62465000 17.19941000 1.0 0.6582238086427528 2000 834.786
291 0.00000096501070 0.00000019726440 1.5 56.0 1340960.0 211874.0 0.00000004568929000 9.61686000 2.14843100 1.0 0.830473214602162 2000 562.898
292 0.00000037773320 0.00000033548610 1.5 172.0 10621070.0 229220.0 0.00000001385705000 4.38541400 0.36467990 1.0 0.9684500214402909 2000 412.381
293 0.00000066167270 0.00000017626500 1.5 85.0 1404359.0 401786.0 0.00000001899676000 5.16108900 8.22353000 1.0 0.6914591037199413 1986 218.284
294 0.00000029846790 0.00000013000940 1.5 104.0 2594683.0 355620.0 0.00000004062286000 1.53441600 1.36143500 1.0 0.7307602680205764 2000 183.65
295 0.00000021943950 0.00000014471290 1.5 155.0 1618523.0 665338.0 0.00000000829169700 27.64112000 2.66075400 1.0 0.5059251084357346 1914 503.103
296 0.00000010844380 0.00000010075870 1.5 176.0 2028036.0 729115.0 0.00000006331487000 1.33515500 1.06219400 1.0 0.48489592439802554 1932 401.375
297 0.00000065700640 0.00000058273910 1.5 181.0 5434085.0 10825.0 0.00000003068351000 1.29476500 3.87273300 1.0 0.9965016989964982 2000 454.934
298 0.00000024129210 0.00000012096620 1.5 58.0 1482890.0 111288.0 0.00000004641907000 6.72443100 1.54348200 1.0 0.8498419448680146 2000 1279.46
299 0.00000026721370 0.00000024648910 1.5 75.0 292221.8 811596.0 0.00000001951904000 17.77536000 4.06651100 1.0 0.3804152512714589 275 741.197
300 0.00000081332810 0.00000015665420 1.5 133.0 948631.4 784817.0 0.00000004059501000 4.16589500 3.46445000 1.0 0.45952612530217274 1391 1374.68
