V4 V2.x V3.x V5.x V6.x V7.x V2.y V3.y V5.y V6.y V7.y 
106 200 ASTRALIII non 123 8 0.065 ASTRALII non 123 8 0.065
106 2000 ASTRALIII non 123 7 0.0569 ASTRALII non 123 7 0.0569
106 50 ASTRALIII non 123 16 0.1301 ASTRALII non 123 16 0.1301
106 500 ASTRALIII non 123 5 0.0407 ASTRALII non 123 5 0.0407
107 1000 ASTRALIII non 161 8 0.0497 ASTRALII non 161 8 0.0497
107 200 ASTRALIII non 161 20 0.1242 ASTRALII non 161 20 0.1242
107 2000 ASTRALIII non 161 4 0.0248 ASTRALII non 161 4 0.0248
107 50 ASTRALIII non 161 31 0.1925 ASTRALII non 161 31 0.1925
107 500 ASTRALIII non 161 14 0.087 ASTRALII non 161 14 0.087
108 1000 ASTRALIII non 193 10 0.0518 ASTRALII non 193 10 0.0518
108 200 ASTRALIII non 193 10 0.0518 ASTRALII non 193 10 0.0518
108 2000 ASTRALIII non 193 9 0.0466 ASTRALII non 193 9 0.0466
108 50 ASTRALIII non 193 14 0.0725 ASTRALII non 193 14 0.0725
108 500 ASTRALIII non 193 10 0.0518 ASTRALII non 193 10 0.0518
109 1000 ASTRALIII non 93 5 0.0538 ASTRALII non 93 5 0.0538
109 200 ASTRALIII non 93 6 0.0645 ASTRALII non 93 6 0.0645
109 2000 ASTRALIII non 93 4 0.043 ASTRALII non 93 4 0.043
109 50 ASTRALIII non 93 18 0.1935 ASTRALII non 93 18 0.1935
109 500 ASTRALIII non 93 7 0.0753 ASTRALII non 93 7 0.0753
110 1000 ASTRALIII non 170 4 0.0235 ASTRALII non 170 4 0.0235
110 200 ASTRALIII non 170 5 0.0294 ASTRALII non 170 5 0.0294
110 2000 ASTRALIII non 170 4 0.0235 ASTRALII non 170 4 0.0235
110 50 ASTRALIII non 170 8 0.0471 ASTRALII non 170 8 0.0471
110 500 ASTRALIII non 170 4 0.0235 ASTRALII non 170 4 0.0235
111 1000 ASTRALIII non 106 12 0.1132 ASTRALII non 106 12 0.1132
111 200 ASTRALIII non 106 16 0.1509 ASTRALII non 106 16 0.1509
111 2000 ASTRALIII non 106 11 0.1038 ASTRALII non 106 11 0.1038
111 50 ASTRALIII non 106 30 0.283 ASTRALII non 106 30 0.283
111 500 ASTRALIII non 106 13 0.1226 ASTRALII non 106 13 0.1226
112 1000 ASTRALIII non 159 4 0.0252 ASTRALII non 159 4 0.0252
112 200 ASTRALIII non 159 5 0.0314 ASTRALII non 159 5 0.0314
112 2000 ASTRALIII non 159 5 0.0314 ASTRALII non 159 5 0.0314
112 50 ASTRALIII non 159 13 0.0818 ASTRALII non 159 13 0.0818
112 500 ASTRALIII non 159 4 0.0252 ASTRALII non 159 4 0.0252
113 1000 ASTRALIII non 104 3 0.0288 ASTRALII non 104 3 0.0288
113 200 ASTRALIII non 104 5 0.0481 ASTRALII non 104 5 0.0481
113 2000 ASTRALIII non 104 2 0.0192 ASTRALII non 104 2 0.0192
113 50 ASTRALIII non 104 10 0.0962 ASTRALII non 104 10 0.0962
113 500 ASTRALIII non 104 4 0.0385 ASTRALII non 104 4 0.0385
114 1000 ASTRALIII non 96 2 0.0208 ASTRALII non 96 2 0.0208
114 200 ASTRALIII non 96 4 0.0417 ASTRALII non 96 4 0.0417
114 2000 ASTRALIII non 96 2 0.0208 ASTRALII non 96 2 0.0208
114 50 ASTRALIII non 96 9 0.0938 ASTRALII non 96 9 0.0938
114 500 ASTRALIII non 96 3 0.0312 ASTRALII non 96 3 0.0312
115 1000 ASTRALIII non 81 3 0.037 ASTRALII non 81 3 0.037
115 200 ASTRALIII non 81 5 0.0617 ASTRALII non 81 5 0.0617
115 2000 ASTRALIII non 81 3 0.037 ASTRALII non 81 3 0.037
115 50 ASTRALIII non 81 12 0.1481 ASTRALII non 81 12 0.1481
115 500 ASTRALIII non 81 4 0.0494 ASTRALII non 81 4 0.0494
116 1000 ASTRALIII non 78 4 0.0513 ASTRALII non 78 4 0.0513
116 200 ASTRALIII non 78 7 0.0897 ASTRALII non 78 7 0.0897
116 2000 ASTRALIII non 78 1 0.0128 ASTRALII non 78 1 0.0128
116 50 ASTRALIII non 78 6 0.0769 ASTRALII non 78 6 0.0769
116 500 ASTRALIII non 78 4 0.0513 ASTRALII non 78 4 0.0513
117 1000 ASTRALIII non 117 4 0.0342 ASTRALII non 117 4 0.0342
117 200 ASTRALIII non 117 7 0.0598 ASTRALII non 117 7 0.0598
117 2000 ASTRALIII non 117 4 0.0342 ASTRALII non 117 4 0.0342
117 50 ASTRALIII non 117 9 0.0769 ASTRALII non 117 9 0.0769
117 500 ASTRALIII non 117 4 0.0342 ASTRALII non 117 4 0.0342
118 1000 ASTRALIII non 84 13 0.1548 ASTRALII non 84 13 0.1548
118 200 ASTRALIII non 84 14 0.1667 ASTRALII non 84 14 0.1667
118 2000 ASTRALIII non 84 12 0.1429 ASTRALII non 84 12 0.1429
118 50 ASTRALIII non 84 13 0.1548 ASTRALII non 84 13 0.1548
118 500 ASTRALIII non 84 13 0.1548 ASTRALII non 84 13 0.1548
119 1000 ASTRALIII non 131 3 0.0229 ASTRALII non 131 3 0.0229
119 200 ASTRALIII non 131 11 0.084 ASTRALII non 131 11 0.084
119 2000 ASTRALIII non 131 3 0.0229 ASTRALII non 131 3 0.0229
119 50 ASTRALIII non 131 22 0.1679 ASTRALII non 131 22 0.1679
119 500 ASTRALIII non 131 7 0.0534 ASTRALII non 131 7 0.0534
120 1000 ASTRALIII non 171 10 0.0585 ASTRALII non 171 10 0.0585
120 200 ASTRALIII non 171 19 0.1111 ASTRALII non 171 19 0.1111
120 2000 ASTRALIII non 171 6 0.0351 ASTRALII non 171 6 0.0351
120 50 ASTRALIII non 171 39 0.2281 ASTRALII non 171 39 0.2281
120 500 ASTRALIII non 171 11 0.0643 ASTRALII non 171 11 0.0643
121 1000 ASTRALIII non 134 16 0.1194 ASTRALII non 134 16 0.1194
121 200 ASTRALIII non 134 25 0.1866 ASTRALII non 134 25 0.1866
121 2000 ASTRALIII non 134 10 0.0746 ASTRALII non 134 10 0.0746
121 50 ASTRALIII non 134 52 0.3881 ASTRALII non 134 52 0.3881
121 500 ASTRALIII non 134 18 0.1343 ASTRALII non 134 18 0.1343
122 1000 ASTRALIII non 108 7 0.0648 ASTRALII non 108 7 0.0648
122 200 ASTRALIII non 108 13 0.1204 ASTRALII non 108 13 0.1204
122 2000 ASTRALIII non 108 8 0.0741 ASTRALII non 108 8 0.0741
122 50 ASTRALIII non 108 38 0.3519 ASTRALII non 108 38 0.3519
122 500 ASTRALIII non 108 11 0.1019 ASTRALII non 108 11 0.1019
123 1000 ASTRALIII non 142 4 0.0282 ASTRALII non 142 4 0.0282
123 200 ASTRALIII non 142 8 0.0563 ASTRALII non 142 8 0.0563
123 2000 ASTRALIII non 142 3 0.0211 ASTRALII non 142 3 0.0211
123 50 ASTRALIII non 142 11 0.0775 ASTRALII non 142 11 0.0775
123 500 ASTRALIII non 142 5 0.0352 ASTRALII non 142 5 0.0352
124 1000 ASTRALIII non 193 9 0.0466 ASTRALII non 193 9 0.0466
124 200 ASTRALIII non 193 19 0.0984 ASTRALII non 193 19 0.0984
124 2000 ASTRALIII non 193 10 0.0518 ASTRALII non 193 10 0.0518
124 50 ASTRALIII non 193 38 0.1969 ASTRALII non 193 38 0.1969
124 500 ASTRALIII non 193 13 0.0674 ASTRALII non 193 13 0.0674
125 1000 ASTRALIII non 174 21 0.1207 ASTRALII non 174 21 0.1207
125 200 ASTRALIII non 174 54 0.3103 ASTRALII non 174 54 0.3103
125 2000 ASTRALIII non 174 11 0.0632 ASTRALII non 174 11 0.0632
125 50 ASTRALIII non 174 94 0.5402 ASTRALII non 174 94 0.5402
125 500 ASTRALIII non 174 37 0.2126 ASTRALII non 174 37 0.2126
126 1000 ASTRALIII non 63 3 0.0476 ASTRALII non 63 3 0.0476
126 200 ASTRALIII non 63 3 0.0476 ASTRALII non 63 3 0.0476
126 2000 ASTRALIII non 63 1 0.0159 ASTRALII non 63 1 0.0159
126 50 ASTRALIII non 63 3 0.0476 ASTRALII non 63 3 0.0476
126 500 ASTRALIII non 63 3 0.0476 ASTRALII non 63 3 0.0476
127 1000 ASTRALIII non 198 3 0.0152 ASTRALII non 198 3 0.0152
127 200 ASTRALIII non 198 2 0.0101 ASTRALII non 198 2 0.0101
127 2000 ASTRALIII non 198 2 0.0101 ASTRALII non 198 2 0.0101
127 50 ASTRALIII non 198 7 0.0354 ASTRALII non 198 7 0.0354
127 500 ASTRALIII non 198 2 0.0101 ASTRALII non 198 2 0.0101
128 1000 ASTRALIII non 182 11 0.0604 ASTRALII non 182 11 0.0604
128 200 ASTRALIII non 182 20 0.1099 ASTRALII non 182 20 0.1099
128 2000 ASTRALIII non 182 8 0.044 ASTRALII non 182 8 0.044
128 50 ASTRALIII non 182 43 0.2363 ASTRALII non 182 43 0.2363
128 500 ASTRALIII non 182 14 0.0769 ASTRALII non 182 14 0.0769
129 1000 ASTRALIII non 161 5 0.0311 ASTRALII non 161 5 0.0311
129 200 ASTRALIII non 161 10 0.0621 ASTRALII non 161 10 0.0621
129 2000 ASTRALIII non 161 3 0.0186 ASTRALII non 161 3 0.0186
129 50 ASTRALIII non 161 12 0.0745 ASTRALII non 161 12 0.0745
129 500 ASTRALIII non 161 7 0.0435 ASTRALII non 161 7 0.0435
130 1000 ASTRALIII non 102 2 0.0196 ASTRALII non 102 2 0.0196
130 200 ASTRALIII non 102 1 0.0098 ASTRALII non 102 1 0.0098
130 2000 ASTRALIII non 102 2 0.0196 ASTRALII non 102 2 0.0196
130 50 ASTRALIII non 102 5 0.049 ASTRALII non 102 5 0.049
130 500 ASTRALIII non 102 2 0.0196 ASTRALII non 102 2 0.0196
131 1000 ASTRALIII non 89 4 0.0449 ASTRALII non 89 4 0.0449
131 200 ASTRALIII non 89 11 0.1236 ASTRALII non 89 11 0.1236
131 2000 ASTRALIII non 89 4 0.0449 ASTRALII non 89 4 0.0449
131 50 ASTRALIII non 89 18 0.2022 ASTRALII non 89 18 0.2022
131 500 ASTRALIII non 89 3 0.0337 ASTRALII non 89 3 0.0337
132 1000 ASTRALIII non 93 0 0 ASTRALII non 93 0 0
132 200 ASTRALIII non 93 2 0.0215 ASTRALII non 93 2 0.0215
132 2000 ASTRALIII non 93 0 0 ASTRALII non 93 0 0
132 50 ASTRALIII non 93 8 0.086 ASTRALII non 93 8 0.086
132 500 ASTRALIII non 93 2 0.0215 ASTRALII non 93 2 0.0215
133 1000 ASTRALIII non 53 1 0.0189 ASTRALII non 53 1 0.0189
133 200 ASTRALIII non 53 2 0.0377 ASTRALII non 53 2 0.0377
133 2000 ASTRALIII non 53 1 0.0189 ASTRALII non 53 1 0.0189
133 50 ASTRALIII non 53 6 0.1132 ASTRALII non 53 6 0.1132
133 500 ASTRALIII non 53 2 0.0377 ASTRALII non 53 2 0.0377
134 1000 ASTRALIII non 142 0 0 ASTRALII non 142 1 0.007
134 200 ASTRALIII non 142 3 0.0211 ASTRALII non 142 3 0.0211
134 2000 ASTRALIII non 142 1 0.007 ASTRALII non 142 1 0.007
134 50 ASTRALIII non 142 12 0.0845 ASTRALII non 142 11 0.0775
134 500 ASTRALIII non 142 2 0.0141 ASTRALII non 142 2 0.0141
135 1000 ASTRALIII non 72 10 0.1389 ASTRALII non 72 10 0.1389
135 200 ASTRALIII non 72 11 0.1528 ASTRALII non 72 11 0.1528
135 2000 ASTRALIII non 72 7 0.0972 ASTRALII non 72 7 0.0972
135 50 ASTRALIII non 72 20 0.2778 ASTRALII non 72 20 0.2778
135 500 ASTRALIII non 72 13 0.1806 ASTRALII non 72 13 0.1806
136 1000 ASTRALIII non 82 4 0.0488 ASTRALII non 82 4 0.0488
136 200 ASTRALIII non 82 5 0.061 ASTRALII non 82 5 0.061
136 2000 ASTRALIII non 82 4 0.0488 ASTRALII non 82 4 0.0488
136 50 ASTRALIII non 82 11 0.1341 ASTRALII non 82 11 0.1341
136 500 ASTRALIII non 82 3 0.0366 ASTRALII non 82 3 0.0366
137 1000 ASTRALIII non 112 1 0.0089 ASTRALII non 112 1 0.0089
137 200 ASTRALIII non 112 2 0.0179 ASTRALII non 112 2 0.0179
137 2000 ASTRALIII non 112 1 0.0089 ASTRALII non 112 1 0.0089
137 50 ASTRALIII non 112 6 0.0536 ASTRALII non 112 6 0.0536
137 500 ASTRALIII non 112 1 0.0089 ASTRALII non 112 1 0.0089
138 1000 ASTRALIII non 120 12 0.1 ASTRALII non 120 12 0.1
138 200 ASTRALIII non 120 11 0.0917 ASTRALII non 120 11 0.0917
138 2000 ASTRALIII non 120 11 0.0917 ASTRALII non 120 11 0.0917
138 50 ASTRALIII non 120 22 0.1833 ASTRALII non 120 22 0.1833
138 500 ASTRALIII non 120 13 0.1083 ASTRALII non 120 13 0.1083
139 1000 ASTRALIII non 86 0 0 ASTRALII non 86 0 0
139 200 ASTRALIII non 86 1 0.0116 ASTRALII non 86 1 0.0116
139 2000 ASTRALIII non 86 0 0 ASTRALII non 86 0 0
139 50 ASTRALIII non 86 3 0.0349 ASTRALII non 86 3 0.0349
139 500 ASTRALIII non 86 0 0 ASTRALII non 86 0 0
140 1000 ASTRALIII non 88 1 0.0114 ASTRALII non 88 1 0.0114
140 200 ASTRALIII non 88 2 0.0227 ASTRALII non 88 2 0.0227
140 2000 ASTRALIII non 88 1 0.0114 ASTRALII non 88 1 0.0114
140 50 ASTRALIII non 88 7 0.0795 ASTRALII non 88 7 0.0795
140 500 ASTRALIII non 88 2 0.0227 ASTRALII non 88 2 0.0227
141 1000 ASTRALIII non 70 2 0.0286 ASTRALII non 70 2 0.0286
141 200 ASTRALIII non 70 6 0.0857 ASTRALII non 70 6 0.0857
141 2000 ASTRALIII non 70 0 0 ASTRALII non 70 0 0
141 50 ASTRALIII non 70 13 0.1857 ASTRALII non 70 13 0.1857
141 500 ASTRALIII non 70 2 0.0286 ASTRALII non 70 2 0.0286
142 1000 ASTRALIII non 147 17 0.1156 ASTRALII non 147 17 0.1156
142 200 ASTRALIII non 147 18 0.1224 ASTRALII non 147 18 0.1224
142 2000 ASTRALIII non 147 16 0.1088 ASTRALII non 147 16 0.1088
142 50 ASTRALIII non 147 15 0.102 ASTRALII non 147 15 0.102
142 500 ASTRALIII non 147 19 0.1293 ASTRALII non 147 19 0.1293
143 1000 ASTRALIII non 193 15 0.0777 ASTRALII non 193 15 0.0777
143 200 ASTRALIII non 193 40 0.2073 ASTRALII non 193 40 0.2073
143 2000 ASTRALIII non 193 19 0.0984 ASTRALII non 193 19 0.0984
143 50 ASTRALIII non 193 79 0.4093 ASTRALII non 193 79 0.4093
143 500 ASTRALIII non 193 26 0.1347 ASTRALII non 193 26 0.1347
144 1000 ASTRALIII non 123 3 0.0244 ASTRALII non 123 3 0.0244
144 200 ASTRALIII non 123 17 0.1382 ASTRALII non 123 17 0.1382
144 2000 ASTRALIII non 123 4 0.0325 ASTRALII non 123 4 0.0325
144 50 ASTRALIII non 123 24 0.1951 ASTRALII non 123 24 0.1951
144 500 ASTRALIII non 123 6 0.0488 ASTRALII non 123 6 0.0488
145 1000 ASTRALIII non 106 6 0.0566 ASTRALII non 106 6 0.0566
145 200 ASTRALIII non 106 11 0.1038 ASTRALII non 106 11 0.1038
145 2000 ASTRALIII non 106 4 0.0377 ASTRALII non 106 4 0.0377
145 50 ASTRALIII non 106 22 0.2075 ASTRALII non 106 22 0.2075
145 500 ASTRALIII non 106 7 0.066 ASTRALII non 106 7 0.066
146 1000 ASTRALIII non 109 3 0.0275 ASTRALII non 109 3 0.0275
146 200 ASTRALIII non 109 10 0.0917 ASTRALII non 109 10 0.0917
146 2000 ASTRALIII non 109 4 0.0367 ASTRALII non 109 4 0.0367
146 50 ASTRALIII non 109 8 0.0734 ASTRALII non 109 8 0.0734
146 500 ASTRALIII non 109 4 0.0367 ASTRALII non 109 4 0.0367
147 1000 ASTRALIII non 193 46 0.2383 ASTRALII non 193 46 0.2383
147 200 ASTRALIII non 193 45 0.2332 ASTRALII non 193 45 0.2332
147 2000 ASTRALIII non 193 46 0.2383 ASTRALII non 193 46 0.2383
147 50 ASTRALIII non 193 46 0.2383 ASTRALII non 193 46 0.2383
147 500 ASTRALIII non 193 45 0.2332 ASTRALII non 193 45 0.2332
148 1000 ASTRALIII non 149 7 0.047 ASTRALII non 149 7 0.047
148 200 ASTRALIII non 149 17 0.1141 ASTRALII non 149 17 0.1141
148 2000 ASTRALIII non 149 5 0.0336 ASTRALII non 149 5 0.0336
148 50 ASTRALIII non 149 32 0.2148 ASTRALII non 149 32 0.2148
148 500 ASTRALIII non 149 8 0.0537 ASTRALII non 149 8 0.0537
149 1000 ASTRALIII non 55 3 0.0545 ASTRALII non 55 3 0.0545
149 200 ASTRALIII non 55 4 0.0727 ASTRALII non 55 4 0.0727
149 2000 ASTRALIII non 55 1 0.0182 ASTRALII non 55 1 0.0182
149 50 ASTRALIII non 55 14 0.2545 ASTRALII non 55 14 0.2545
149 500 ASTRALIII non 55 5 0.0909 ASTRALII non 55 5 0.0909
150 1000 ASTRALIII non 134 2 0.0149 ASTRALII non 134 2 0.0149
150 200 ASTRALIII non 134 0 0 ASTRALII non 134 0 0
150 2000 ASTRALIII non 134 4 0.0299 ASTRALII non 134 4 0.0299
150 50 ASTRALIII non 134 2 0.0149 ASTRALII non 134 2 0.0149
150 500 ASTRALIII non 134 2 0.0149 ASTRALII non 134 2 0.0149
151 1000 ASTRALIII non 163 13 0.0798 ASTRALII non 163 13 0.0798
151 200 ASTRALIII non 163 13 0.0798 ASTRALII non 163 13 0.0798
151 2000 ASTRALIII non 163 7 0.0429 ASTRALII non 163 7 0.0429
151 50 ASTRALIII non 163 42 0.2577 ASTRALII non 163 42 0.2577
151 500 ASTRALIII non 163 8 0.0491 ASTRALII non 163 8 0.0491
152 1000 ASTRALIII non 179 5 0.0279 ASTRALII non 179 5 0.0279
152 200 ASTRALIII non 179 7 0.0391 ASTRALII non 179 7 0.0391
152 2000 ASTRALIII non 179 7 0.0391 ASTRALII non 179 7 0.0391
152 50 ASTRALIII non 179 9 0.0503 ASTRALII non 179 9 0.0503
152 500 ASTRALIII non 179 5 0.0279 ASTRALII non 179 5 0.0279
153 1000 ASTRALIII non 78 9 0.1154 ASTRALII non 78 9 0.1154
153 200 ASTRALIII non 78 15 0.1923 ASTRALII non 78 15 0.1923
153 2000 ASTRALIII non 78 7 0.0897 ASTRALII non 78 7 0.0897
153 50 ASTRALIII non 78 31 0.3974 ASTRALII non 78 31 0.3974
153 500 ASTRALIII non 78 11 0.141 ASTRALII non 78 11 0.141
154 1000 ASTRALIII non 131 7 0.0534 ASTRALII non 131 7 0.0534
154 200 ASTRALIII non 131 9 0.0687 ASTRALII non 131 9 0.0687
154 2000 ASTRALIII non 131 6 0.0458 ASTRALII non 131 6 0.0458
154 50 ASTRALIII non 131 19 0.145 ASTRALII non 131 19 0.145
154 500 ASTRALIII non 131 7 0.0534 ASTRALII non 131 7 0.0534
155 1000 ASTRALIII non 132 3 0.0227 ASTRALII non 132 3 0.0227
155 200 ASTRALIII non 132 9 0.0682 ASTRALII non 132 9 0.0682
155 2000 ASTRALIII non 132 3 0.0227 ASTRALII non 132 3 0.0227
155 50 ASTRALIII non 132 13 0.0985 ASTRALII non 132 13 0.0985
155 500 ASTRALIII non 132 2 0.0152 ASTRALII non 132 2 0.0152
156 1000 ASTRALIII non 168 1 0.006 ASTRALII non 168 1 0.006
156 200 ASTRALIII non 168 3 0.0179 ASTRALII non 168 3 0.0179
156 2000 ASTRALIII non 168 0 0 ASTRALII non 168 0 0
156 50 ASTRALIII non 168 4 0.0238 ASTRALII non 168 4 0.0238
156 500 ASTRALIII non 168 3 0.0179 ASTRALII non 168 3 0.0179
157 1000 ASTRALIII non 53 0 0 ASTRALII non 53 0 0
157 200 ASTRALIII non 53 1 0.0189 ASTRALII non 53 1 0.0189
157 2000 ASTRALIII non 53 0 0 ASTRALII non 53 0 0
157 50 ASTRALIII non 53 3 0.0566 ASTRALII non 53 3 0.0566
157 500 ASTRALIII non 53 0 0 ASTRALII non 53 0 0
158 1000 ASTRALIII non 140 29 0.2071 ASTRALII non 140 29 0.2071
158 200 ASTRALIII non 140 27 0.1929 ASTRALII non 140 27 0.1929
158 2000 ASTRALIII non 140 30 0.2143 ASTRALII non 140 30 0.2143
158 50 ASTRALIII non 140 28 0.2 ASTRALII non 140 28 0.2
158 500 ASTRALIII non 140 30 0.2143 ASTRALII non 140 30 0.2143
159 1000 ASTRALIII non 188 4 0.0213 ASTRALII non 188 4 0.0213
159 200 ASTRALIII non 188 14 0.0745 ASTRALII non 188 14 0.0745
159 2000 ASTRALIII non 188 3 0.016 ASTRALII non 188 3 0.016
159 50 ASTRALIII non 188 21 0.1117 ASTRALII non 188 21 0.1117
159 500 ASTRALIII non 188 7 0.0372 ASTRALII non 188 7 0.0372
160 1000 ASTRALIII non 196 5 0.0255 ASTRALII non 196 5 0.0255
160 200 ASTRALIII non 196 6 0.0306 ASTRALII non 196 6 0.0306
160 2000 ASTRALIII non 196 5 0.0255 ASTRALII non 196 5 0.0255
160 50 ASTRALIII non 196 12 0.0612 ASTRALII non 196 12 0.0612
160 500 ASTRALIII non 196 10 0.051 ASTRALII non 196 10 0.051
161 1000 ASTRALIII non 72 9 0.125 ASTRALII non 72 9 0.125
161 200 ASTRALIII non 72 9 0.125 ASTRALII non 72 9 0.125
161 2000 ASTRALIII non 72 6 0.0833 ASTRALII non 72 6 0.0833
161 50 ASTRALIII non 72 13 0.1806 ASTRALII non 72 13 0.1806
161 500 ASTRALIII non 72 12 0.1667 ASTRALII non 72 12 0.1667
162 1000 ASTRALIII non 193 8 0.0415 ASTRALII non 193 8 0.0415
162 200 ASTRALIII non 193 20 0.1036 ASTRALII non 193 20 0.1036
162 2000 ASTRALIII non 193 4 0.0207 ASTRALII non 193 4 0.0207
162 50 ASTRALIII non 193 45 0.2332 ASTRALII non 193 45 0.2332
162 500 ASTRALIII non 193 11 0.057 ASTRALII non 193 11 0.057
163 1000 ASTRALIII non 160 12 0.075 ASTRALII non 160 12 0.075
163 200 ASTRALIII non 160 21 0.1312 ASTRALII non 160 21 0.1312
163 2000 ASTRALIII non 160 13 0.0813 ASTRALII non 160 13 0.0813
163 50 ASTRALIII non 160 48 0.3 ASTRALII non 160 49 0.3063
163 500 ASTRALIII non 160 24 0.15 ASTRALII non 160 24 0.15
164 1000 ASTRALIII non 121 8 0.0661 ASTRALII non 121 8 0.0661
164 200 ASTRALIII non 121 8 0.0661 ASTRALII non 121 8 0.0661
164 2000 ASTRALIII non 121 6 0.0496 ASTRALII non 121 6 0.0496
164 50 ASTRALIII non 121 5 0.0413 ASTRALII non 121 5 0.0413
164 500 ASTRALIII non 121 6 0.0496 ASTRALII non 121 6 0.0496
165 1000 ASTRALIII non 156 4 0.0256 ASTRALII non 156 4 0.0256
165 200 ASTRALIII non 156 4 0.0256 ASTRALII non 156 4 0.0256
165 2000 ASTRALIII non 156 4 0.0256 ASTRALII non 156 4 0.0256
165 50 ASTRALIII non 156 10 0.0641 ASTRALII non 156 10 0.0641
165 500 ASTRALIII non 156 3 0.0192 ASTRALII non 156 3 0.0192
166 1000 ASTRALIII non 164 12 0.0732 ASTRALII non 164 12 0.0732
166 200 ASTRALIII non 164 22 0.1341 ASTRALII non 164 22 0.1341
166 2000 ASTRALIII non 164 13 0.0793 ASTRALII non 164 13 0.0793
166 50 ASTRALIII non 164 38 0.2317 ASTRALII non 164 38 0.2317
166 500 ASTRALIII non 164 14 0.0854 ASTRALII non 164 14 0.0854
167 1000 ASTRALIII non 195 5 0.0256 ASTRALII non 195 5 0.0256
167 200 ASTRALIII non 195 18 0.0923 ASTRALII non 195 18 0.0923
167 2000 ASTRALIII non 195 4 0.0205 ASTRALII non 195 4 0.0205
167 50 ASTRALIII non 195 39 0.2 ASTRALII non 195 39 0.2
167 500 ASTRALIII non 195 9 0.0462 ASTRALII non 195 9 0.0462
168 1000 ASTRALIII non 71 2 0.0282 ASTRALII non 71 2 0.0282
168 200 ASTRALIII non 71 3 0.0423 ASTRALII non 71 3 0.0423
168 2000 ASTRALIII non 71 1 0.0141 ASTRALII non 71 1 0.0141
168 50 ASTRALIII non 71 6 0.0845 ASTRALII non 71 6 0.0845
168 500 ASTRALIII non 71 2 0.0282 ASTRALII non 71 2 0.0282
169 1000 ASTRALIII non 188 2 0.0106 ASTRALII non 188 2 0.0106
169 200 ASTRALIII non 188 6 0.0319 ASTRALII non 188 6 0.0319
169 2000 ASTRALIII non 188 1 0.0053 ASTRALII non 188 1 0.0053
169 50 ASTRALIII non 188 6 0.0319 ASTRALII non 188 6 0.0319
169 500 ASTRALIII non 188 3 0.016 ASTRALII non 188 3 0.016
170 1000 ASTRALIII non 77 2 0.026 ASTRALII non 77 2 0.026
170 200 ASTRALIII non 77 3 0.039 ASTRALII non 77 3 0.039
170 2000 ASTRALIII non 77 2 0.026 ASTRALII non 77 2 0.026
170 50 ASTRALIII non 77 7 0.0909 ASTRALII non 77 7 0.0909
170 500 ASTRALIII non 77 2 0.026 ASTRALII non 77 2 0.026
171 1000 ASTRALIII non 78 3 0.0385 ASTRALII non 78 3 0.0385
171 200 ASTRALIII non 78 6 0.0769 ASTRALII non 78 6 0.0769
171 2000 ASTRALIII non 78 2 0.0256 ASTRALII non 78 2 0.0256
171 50 ASTRALIII non 78 14 0.1795 ASTRALII non 78 15 0.1923
171 500 ASTRALIII non 78 5 0.0641 ASTRALII non 78 5 0.0641
172 1000 ASTRALIII non 163 2 0.0123 ASTRALII non 163 2 0.0123
172 200 ASTRALIII non 163 13 0.0798 ASTRALII non 163 13 0.0798
172 2000 ASTRALIII non 163 5 0.0307 ASTRALII non 163 5 0.0307
172 50 ASTRALIII non 163 26 0.1595 ASTRALII non 163 26 0.1595
172 500 ASTRALIII non 163 7 0.0429 ASTRALII non 163 7 0.0429
173 1000 ASTRALIII non 118 5 0.0424 ASTRALII non 118 5 0.0424
173 200 ASTRALIII non 118 8 0.0678 ASTRALII non 118 8 0.0678
173 2000 ASTRALIII non 118 4 0.0339 ASTRALII non 118 4 0.0339
173 50 ASTRALIII non 118 9 0.0763 ASTRALII non 118 7 0.0593
173 500 ASTRALIII non 118 5 0.0424 ASTRALII non 118 5 0.0424
174 1000 ASTRALIII non 113 4 0.0354 ASTRALII non 113 4 0.0354
174 200 ASTRALIII non 113 7 0.0619 ASTRALII non 113 7 0.0619
174 2000 ASTRALIII non 113 5 0.0442 ASTRALII non 113 5 0.0442
174 50 ASTRALIII non 113 10 0.0885 ASTRALII non 113 10 0.0885
174 500 ASTRALIII non 113 4 0.0354 ASTRALII non 113 4 0.0354
175 1000 ASTRALIII non 69 2 0.029 ASTRALII non 69 2 0.029
175 200 ASTRALIII non 69 7 0.1014 ASTRALII non 69 7 0.1014
175 2000 ASTRALIII non 69 2 0.029 ASTRALII non 69 2 0.029
175 50 ASTRALIII non 69 26 0.3768 ASTRALII non 69 26 0.3768
175 500 ASTRALIII non 69 8 0.1159 ASTRALII non 69 8 0.1159
176 1000 ASTRALIII non 145 8 0.0552 ASTRALII non 145 8 0.0552
176 200 ASTRALIII non 145 13 0.0897 ASTRALII non 145 13 0.0897
176 2000 ASTRALIII non 145 7 0.0483 ASTRALII non 145 7 0.0483
176 50 ASTRALIII non 145 20 0.1379 ASTRALII non 145 20 0.1379
176 500 ASTRALIII non 145 9 0.0621 ASTRALII non 145 9 0.0621
177 1000 ASTRALIII non 53 11 0.2075 ASTRALII non 53 11 0.2075
177 200 ASTRALIII non 53 13 0.2453 ASTRALII non 53 13 0.2453
177 2000 ASTRALIII non 53 9 0.1698 ASTRALII non 53 9 0.1698
